@relation 'nyc_listings - cleaned-weka.filters.unsupervised.attribute.Remove-R1-4'

@attribute room_type {'Hotel room','Private room','Entire home/apt','Shared room'}
@attribute number_of_reviews numeric
@attribute days_since_last_review numeric
@attribute reviews_per_month numeric
@attribute calculated_host_listings_count numeric
@attribute availability_365 numeric
@attribute number_of_reviews_ltm numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Entire home/apt',55,44809,4.77,1,194,55,4.507787,3.930772,15.691115,147
'Private room',42,44793,1.21,6,80,18,1.656243,9.457889,11.783466,69
'Private room',0,44880,0,2,346,0,0.17316,4.546304,8.705969,77
'Private room',5,44803,3.75,1,43,5,0.701519,9.11733,12.438958,45
'Entire home/apt',6,44801,2.73,4,273,6,1.53203,4.845224,2.860603,377
'Entire home/apt',25,44810,3.01,1,220,25,1.403204,4.95203,2.809491,171
'Private room',52,44809,1,6,262,18,2.55797,10.357713,12.608994,60
'Private room',31,44806,5.11,1,263,31,1.551115,4.786598,2.965826,56
'Private room',2,44809,2,5,353,2,1.407857,5.152804,2.450511,82
'Private room',2,44809,2,4,343,2,1.370092,4.996321,2.752301,72
'Entire home/apt',90,44809,6.34,1,53,73,0.455257,4.021983,8.354589,139
'Entire home/apt',0,44880,0,1,365,0,0.867577,9.115836,10.220525,449
'Entire home/apt',3,44745,0.41,3,300,3,1.417669,7.954683,3.131771,313
'Entire home/apt',360,44778,9.4,2,43,88,1.515086,4.916062,2.733341,141
'Entire home/apt',1,44536,0.11,1,313,1,1.248342,8.567583,10.041978,80
'Entire home/apt',44,44802,2.32,1,67,38,1.511474,4.865359,2.843593,132
'Private room',9,44789,1.69,2,67,9,1.433669,5.132855,2.466832,65
'Entire home/apt',1,44787,1,1,321,1,1.162256,4.987725,3.353159,175
'Entire home/apt',0,44880,0,1,330,0,1.435623,4.840563,3.059045,130
'Entire home/apt',99,44549,1.98,2,337,1,1.25676,8.585116,10.057887,85
'Entire home/apt',22,43898,0.61,1,249,0,1.176259,8.779898,10.042993,150
'Entire home/apt',25,44808,1.96,1,300,24,1.355086,4.992057,2.787278,107
'Private room',4,44797,2.67,1,351,4,0.378573,5.95439,6.557142,85
'Entire home/apt',75,44793,1.34,1,290,22,1.37659,5.010055,2.700093,99
'Entire home/apt',1,44809,1,1,345,1,1.362906,5.016245,2.707321,139
'Entire home/apt',68,44795,1.87,1,84,33,1.398653,4.989365,2.716024,98
'Private room',0,44880,0,12,346,0,0.348557,5.082417,8.893061,65
'Private room',127,44806,4.76,1,177,66,1.318299,10.026926,13.3564,84
'Entire home/apt',5,44683,0.18,1,152,2,1.443302,4.924575,2.810828,85
'Private room',18,44808,1.2,1,348,13,0.704846,5.401597,6.761056,90
'Entire home/apt',9,44808,4.43,2,123,9,1.721756,5.427055,2.197195,150
'Entire home/apt',307,44810,4.44,4,297,68,1.33289,5.031816,2.726446,78
'Entire home/apt',92,44774,2.04,1,177,17,1.285699,4.892296,3.351551,171
'Entire home/apt',1,44773,0.77,1,81,1,1.3258,4.79155,3.504388,199
'Entire home/apt',2,44612,0.24,3,115,2,1.319253,8.041105,3.065252,301
'Entire home/apt',230,44795,2.09,2,208,12,1.588924,5.627772,1.995325,150
'Entire home/apt',284,44797,3.78,3,58,51,1.408963,5.383435,2.186478,86
'Private room',1,43877,0.03,2,341,0,1.676042,5.484323,2.13756,191
'Private room',0,44880,0,1,66,0,1.418047,4.638504,3.748333,69
'Private room',5,44808,3.49,2,72,5,1.429735,4.965849,2.725959,68
'Private room',5,44718,0.54,1,252,5,0.793993,5.148747,7.378707,83
'Private room',8,44792,4.53,1,259,8,1.176289,4.875924,3.642996,90
'Private room',1,44808,1,5,355,1,1.425547,5.13962,2.461061,69
'Private room',148,44807,2.14,4,356,1,1.33289,5.031816,2.726446,116
'Entire home/apt',11,44794,2.37,1,268,11,1.482637,4.906013,2.788292,135
'Entire home/apt',193,44805,4.46,1,247,69,1.517679,5.138504,2.440112,82
'Entire home/apt',1,44774,0.79,25,326,1,1.228424,4.966478,3.222938,198
'Entire home/apt',253,44801,3.3,2,265,33,1.378411,4.999279,2.724744,96
'Private room',5,44794,2.94,2,362,5,0.836302,9.514682,12.905022,94
'Private room',17,44804,1.65,1,241,17,1.258413,5.266876,2.36273,67
'Private room',14,44809,3.65,1,270,14,1.319268,5.05917,2.671555,83
'Private room',75,44809,2.93,7,358,38,1.222022,4.997843,3.075558,198
'Private room',32,44795,1.19,7,175,6,1.278213,4.930904,3.156674,198
'Private room',37,44693,0.53,6,235,8,0.177582,6.784585,6.950665,35
'Private room',9,44663,0.35,7,361,2,1.301446,4.925882,3.103694,198
'Private room',41,44797,1.58,7,360,17,1.296443,4.933246,3.092765,198
'Entire home/apt',9,44809,3.33,1,125,9,1.358536,4.973613,2.82198,143
'Private room',221,44794,3.68,4,189,68,1.542658,4.828613,2.887209,42
'Entire home/apt',0,44880,0,6,84,0,1.834418,9.643175,11.935217,129
'Entire home/apt',5,44806,3.26,1,104,5,1.365734,5.024668,2.681713,95
'Entire home/apt',3,44731,0.95,1,312,3,1.590228,5.683205,2.023569,130
'Entire home/apt',28,44786,0.58,1,273,2,1.139895,5.179472,2.683485,340
'Private room',126,44788,1.03,3,341,26,0.209016,6.131948,6.478646,125
'Entire home/apt',0,44880,0,1,353,0,1.392765,4.82917,3.185055,575
'Entire home/apt',16,44801,4.17,1,252,16,1.408961,4.9778,2.728047,121
'Entire home/apt',75,44782,3.32,3,96,43,1.453526,5.143098,2.448443,357
'Private room',0,44880,0,2,356,0,0.421595,8.948886,12.765548,48
'Entire home/apt',166,44796,4.38,1,83,57,1.610826,5.38776,2.200022,108
'Entire home/apt',231,44729,3.14,1,21,19,1.545575,9.332224,11.699258,195
'Private room',37,44784,0.69,3,359,7,1.348874,5.928356,1.87372,99
'Entire home/apt',9,44779,0.26,2,260,2,1.580702,5.046181,2.533111,89
'Entire home/apt',6,44798,3,1,342,6,0.957329,9.027425,10.11482,244
'Private room',0,44880,0,1,339,0,1.425184,5.848468,1.873055,138
'Entire home/apt',5,44710,0.36,4,293,3,1.410906,5.305199,2.272231,109
'Private room',3,44526,0.29,1,365,3,0.762317,8.769996,12.781231,180
'Entire home/apt',81,44806,3.61,3,85,41,1.518503,5.105582,2.477196,371
'Entire home/apt',1,44699,0.27,1,88,1,0.952281,9.033763,10.202564,120
'Entire home/apt',11,44759,0.99,1,352,11,1.349631,5.161051,2.463841,175
'Entire home/apt',7,44788,0.85,1,130,7,1.144001,8.634436,9.951571,112
'Private room',101,44803,2.73,2,335,34,1.669122,5.191037,2.382291,71
'Entire home/apt',31,44745,0.93,1,263,14,0.861298,9.115645,10.252924,575
'Entire home/apt',1,44802,1,1,78,1,1.348415,5.123748,2.518536,138
'Entire home/apt',0,44880,0,1,331,0,1.485869,5.039578,2.567389,123
'Entire home/apt',6,44810,3.33,1,305,6,1.535288,10.165229,13.364289,92
'Entire home/apt',421,44808,5.18,2,237,80,1.570969,5.702638,2.003847,125
'Entire home/apt',143,44491,2.75,2,0,5,1.308432,5.169905,2.473882,340
'Entire home/apt',2,44773,0.25,25,355,2,1.328057,4.854113,3.362647,205
'Private room',12,43491,0.14,2,365,0,1.550107,5.330818,2.241365,60
'Entire home/apt',55,44794,2.61,3,89,40,1.471245,5.103954,2.490826,218
'Entire home/apt',25,44761,0.6,1,177,7,1.023947,8.931861,10.015189,169
'Entire home/apt',5,44789,0.91,1,327,5,1.305999,5.28091,2.325083,127
'Private room',7,44792,1.83,2,287,7,1.322821,5.285825,2.313693,54
'Entire home/apt',12,44772,0.6,3,346,8,0.448261,6.515967,7.133959,119
'Entire home/apt',175,44795,1.87,1,337,27,1.61051,5.021187,2.556229,90
'Entire home/apt',22,44803,3.88,2,239,22,1.36523,5.15792,2.460778,149
'Entire home/apt',14,44810,3.93,2,290,14,1.347113,5.198232,2.415013,88
'Entire home/apt',161,44784,1.38,2,152,16,1.394215,5.031829,2.634681,185
'Entire home/apt',107,44797,1.27,5,240,9,1.352794,4.774916,3.493151,141
'Entire home/apt',12,44783,2.35,1,64,12,0.93979,9.479367,12.758476,95
'Entire home/apt',2,44801,2,1,358,2,1.714387,10.267136,13.36155,299
'Entire home/apt',0,44880,0,3,365,0,0.573933,9.345238,12.933755,1700
'Entire home/apt',102,44808,1.15,1,344,16,1.425835,5.179947,6.17359,73
'Private room',0,44880,0,4,66,0,2.385842,6.220037,5.079554,92
'Private room',10,44724,0.66,1,37,7,1.456415,5.248588,2.327892,75
'Private room',50,44674,0.52,5,355,3,1.326147,5.952918,1.862912,109
'Private room',0,44880,0,4,38,0,2.399881,6.236985,5.023755,92
'Entire home/apt',7,44772,0.87,2,280,7,1.349208,5.318514,2.26859,105
'Entire home/apt',64,44795,10.73,2,98,64,1.162739,7.568412,3.93598,299
'Entire home/apt',4,44803,1.74,1,62,4,1.778147,5.499806,2.161359,130
'Private room',115,44774,1.76,1,10,10,1.387148,5.292784,2.290118,114
'Entire home/apt',39,44793,0.43,1,245,7,1.37126,5.266401,2.323689,106
'Private room',11,44706,0.3,6,179,5,1.180633,5.458745,2.14908,79
'Entire home/apt',2,44796,2,1,218,2,1.477888,5.312864,6.976663,90
'Private room',0,44880,0,3,364,0,1.26299,5.35751,2.245235,53
'Private room',32,44803,0.94,3,152,17,1.529016,5.219447,2.351309,75
'Shared room',15,44794,0.28,9,357,1,0.320005,2.347129,7.599346,55
'Private room',2,44713,0.32,1,74,2,1.474377,5.266058,2.30639,78
'Entire home/apt',4,44784,0.04,1,29,1,1.380552,5.35427,2.221326,107
'Entire home/apt',155,44769,1.36,5,327,10,1.142739,5.658126,1.918218,160
'Entire home/apt',18,44807,5.68,2,231,18,1.623903,5.463638,2.139431,276
'Entire home/apt',11,44711,1.11,3,365,11,0.59011,9.361467,12.951198,590
'Entire home/apt',305,44806,4.13,3,81,51,1.419803,5.30044,2.276033,95
'Entire home/apt',43,44801,2.78,1,268,32,1.454475,5.203238,2.378449,101
'Private room',9,44801,0.98,3,342,9,1.102116,9.735064,13.531447,53
'Entire home/apt',0,44880,0,25,365,0,1.220991,4.973669,3.222185,190
'Private room',103,43290,1.02,1,1,0,1.554997,5.540821,2.057847,85
'Entire home/apt',5,44788,0.6,4,292,5,1.34222,5.417599,2.156119,199
'Entire home/apt',2,44765,0.91,1,351,2,1.413129,5.859859,1.874437,302
'Entire home/apt',2,44592,0.25,2,162,2,1.43838,10.049055,13.868316,171
'Entire home/apt',2,44621,0.16,2,166,1,1.479408,5.173806,2.407088,97
'Entire home/apt',42,44803,0.85,4,259,7,1.469976,5.277727,2.294123,163
'Private room',5,44808,1.38,3,355,5,0.447218,9.099683,12.862068,50
'Entire home/apt',52,44794,2.98,5,357,27,1.350462,5.351693,2.230744,363
'Entire home/apt',1,44796,1,1,318,1,1.337067,5.37014,2.211812,115
'Private room',0,44880,0,1,363,0,0.703025,8.520296,12.589076,90
'Entire home/apt',0,44880,0,1,180,0,1.374863,5.220988,2.376736,100
'Entire home/apt',15,43769,0.26,1,119,0,1.752252,5.431144,2.204105,75
'Entire home/apt',374,44735,4.36,1,52,20,2.399589,6.222346,5.054862,125
'Private room',1,44789,1,1,180,1,1.45409,5.151637,6.178387,160
'Entire home/apt',89,43870,0.86,5,344,0,1.5907,5.095511,2.477496,125
'Entire home/apt',0,44880,0,1,365,0,1.177719,9.649644,13.567082,125
'Entire home/apt',25,44762,0.61,1,48,8,1.265344,5.344838,2.259859,94
'Entire home/apt',1,44556,0.12,1,170,1,1.260474,5.10535,2.660409,200
'Entire home/apt',252,44804,3.77,3,84,33,1.459344,5.279689,2.293243,75
'Private room',2,44633,0.22,3,219,2,1.136021,9.741369,13.562521,54
'Entire home/apt',0,44880,0,1,22,0,1.663226,5.588067,2.051334,250
'Entire home/apt',20,44809,6,1,176,20,1.1721,9.888425,13.586839,103
'Entire home/apt',96,44795,1.12,1,30,13,1.698713,5.103727,2.466117,109
'Entire home/apt',8,44801,4.14,1,253,8,1.126881,9.830219,13.186975,100
'Entire home/apt',6,43566,0.13,1,364,0,1.14173,4.895346,4.042876,600
'Private room',21,44803,1.44,1,356,15,1.422897,10.193086,13.72354,90
'Entire home/apt',1,44772,0.75,1,271,1,1.499874,7.92338,3.128765,166
'Entire home/apt',325,44807,3.27,1,189,54,1.373234,5.901899,1.881977,171
'Entire home/apt',207,44796,2.9,1,275,41,1.211545,6.073559,1.787456,85
'Entire home/apt',95,43833,0.78,2,74,0,1.247243,5.189047,2.488272,152
'Entire home/apt',236,44746,2.83,1,330,25,0.399727,9.111065,12.828892,66
'Private room',6,44776,0.69,1,83,6,1.57902,10.306185,13.969108,79
'Entire home/apt',2,44801,2,3,281,2,1.506052,10.228463,13.903647,70
'Entire home/apt',7,44794,3.04,1,335,7,1.316004,9.944138,13.186954,119
'Entire home/apt',4,44809,4,4,35,4,2.462356,6.151085,5.124884,160
'Entire home/apt',12,44799,0.58,2,160,9,1.520801,4.870702,2.815521,255
'Private room',43,44796,3.32,2,364,37,0.933842,9.431328,12.694313,70
'Entire home/apt',27,44787,1.82,1,183,21,1.530293,4.983148,2.624176,273
'Entire home/apt',95,44805,1.51,1,285,22,1.307471,5.310877,2.288048,220
'Entire home/apt',0,44880,0,1,192,0,0.263857,8.257853,3.952383,175
'Private room',6,44573,0.27,1,365,1,0.652689,9.424009,13.010946,90
'Entire home/apt',16,43051,0.23,1,221,0,0.265295,2.248479,7.323374,125
'Entire home/apt',10,44799,3.37,2,149,10,1.72197,5.426895,2.197388,177
'Private room',2,44712,0.57,3,358,2,0.505536,9.144007,12.918764,55
'Entire home/apt',24,44774,2.68,1,14,24,1.67117,5.284631,2.300198,85
'Entire home/apt',19,44795,4.96,1,146,19,1.702988,5.254798,2.331944,101
'Entire home/apt',9,44807,3.86,1,120,9,1.271152,5.361609,2.237898,137
'Entire home/apt',1,44778,0.88,1,310,1,1.327226,5.566308,2.002861,225
'Private room',110,44667,3.01,2,57,48,0.99787,9.505138,12.752765,55
'Private room',2,44804,2,1,365,2,1.623119,10.252028,14.052178,121
'Entire home/apt',17,44795,3.17,1,258,17,1.328221,5.342216,2.24607,73
'Private room',4,44808,4,2,347,4,0.752534,9.457515,12.889846,88
'Entire home/apt',1,44802,1,2,64,1,1.493321,4.904735,2.776756,554
'Entire home/apt',68,43947,1.37,5,90,0,1.586404,5.067157,2.508819,2500
'Entire home/apt',16,44801,5.16,1,144,16,1.360908,5.531914,2.037545,178
'Private room',1,43831,0.03,1,249,0,1.311769,9.901758,13.738809,55
'Entire home/apt',216,44802,5.12,5,259,73,1.468138,5.228861,2.347818,82
'Entire home/apt',24,44732,0.48,6,235,4,1.211332,5.227733,2.452577,180
'Entire home/apt',0,44880,0,1,105,0,1.292967,5.09278,2.629967,169
'Entire home/apt',26,44311,0.54,6,337,0,1.294699,5.187428,2.456122,244
'Entire home/apt',4,44801,4,1,4,4,1.362475,5.26089,2.332374,160
'Entire home/apt',0,44880,0,25,365,0,1.326829,4.79994,3.482194,218
'Entire home/apt',6,44738,1.07,11,363,6,0.32943,4.705398,8.426266,313
'Entire home/apt',15,44801,1.81,1,252,15,0.10392,5.49197,9.310216,101
'Entire home/apt',174,44796,2.3,3,212,24,1.590166,5.406354,2.179936,129
'Entire home/apt',0,44880,0,5,352,0,1.145135,5.479719,2.135515,127
'Private room',4,44809,1.36,1,361,4,1.624018,10.341779,14.02052,80
'Entire home/apt',34,44156,0.45,5,218,0,1.365934,5.383415,2.190788,152
'Private room',2,44769,0.78,3,310,2,0.476553,9.15586,12.901444,120
'Entire home/apt',0,44880,0,1,365,0,1.111351,4.924539,4.010592,165
'Entire home/apt',0,44880,0,1,296,0,0.302765,6.75771,7.187606,75
'Entire home/apt',76,44791,1.89,1,76,27,1.308716,5.270179,2.337532,120
'Entire home/apt',246,44787,2.86,1,218,39,1.626045,5.374644,2.214354,170
'Private room',17,44746,1.9,6,25,17,0.369159,6.426231,9.814383,121
'Private room',29,44800,0.81,6,90,10,0.326999,6.469939,9.842069,95
'Entire home/apt',3,44797,1.27,1,347,3,0.731719,5.239415,8.693169,125
'Private room',10,44711,0.14,3,343,3,1.394704,5.880311,1.899776,123
'Private room',2,44810,2,2,83,2,0.437732,8.963564,12.783479,60
'Entire home/apt',103,44796,1.75,1,9,34,1.616997,5.197361,2.37219,172
'Entire home/apt',5,44785,0.18,4,247,3,1.351528,5.381835,2.194931,89
'Entire home/apt',83,44786,2.35,1,2,42,1.765835,5.306744,2.305383,225
'Entire home/apt',4,44789,0.22,2,201,3,1.690415,5.454346,2.16583,165
'Private room',23,44798,0.7,1,260,14,1.356798,5.316013,2.269839,40
'Private room',2,44452,0.17,1,270,2,1.65839,5.39276,2.206668,80
'Private room',85,44796,0.99,1,136,14,1.687854,5.394099,2.213339,60
'Private room',7,43767,0.19,2,180,0,1.426512,7.958914,3.11911,2499
'Entire home/apt',48,44806,1.25,3,295,18,0.299742,2.279345,7.536143,91
'Private room',200,44316,1.66,4,249,0,0.290115,5.593209,9.265178,39
'Entire home/apt',13,44794,1.08,1,167,13,0.482583,4.221902,7.150144,119
'Private room',9,44808,5,1,254,9,1.396676,5.20587,2.388701,71
'Entire home/apt',178,44808,3.88,2,11,48,0.797284,3.230347,7.845894,141
'Private room',0,44880,0,6,340,0,1.29558,5.489125,2.083497,72
'Private room',3,44806,2.73,3,337,3,1.395868,5.358471,2.214394,75
'Private room',27,44800,0.42,2,313,15,1.754996,5.41481,2.217638,84
'Entire home/apt',351,44790,2.93,4,286,60,0.217273,5.572932,9.296446,49
'Entire home/apt',44,44801,2.54,1,281,30,0.195704,4.356986,7.600492,89
'Entire home/apt',15,44792,2.98,11,352,15,0.721999,5.420104,8.83786,266
'Entire home/apt',4,44808,4,2,350,4,0.838102,8.908849,12.931611,200
'Entire home/apt',3,44440,0.21,3,73,0,1.556007,5.207381,2.362209,110
'Entire home/apt',0,44880,0,1,249,0,1.30758,5.486625,2.084956,250
'Entire home/apt',14,44795,1.56,2,345,14,1.339056,5.393972,2.183287,115
'Entire home/apt',7,44801,4.57,2,148,7,0.668248,9.091741,12.984573,157
'Entire home/apt',1,44578,0.13,1,365,1,1.096326,9.318952,13.346851,778
'Entire home/apt',20,44673,0.26,1,97,3,1.160217,9.512369,13.492936,66
'Shared room',3,43831,0.07,1,85,0,1.546739,5.272097,2.297067,100
'Entire home/apt',0,44880,0,3,365,0,0.617437,9.388796,12.976049,1800
'Private room',114,44795,3.1,2,350,41,1.676576,5.101562,2.467433,77
'Entire home/apt',134,44804,1.94,1,103,25,0.292545,9.668917,7.05762,95
'Private room',44,44787,0.69,1,43,5,1.473449,7.710663,2.67004,105
'Entire home/apt',32,44808,3.25,2,124,32,0.581669,9.057927,12.918315,151
'Entire home/apt',119,43834,1.11,3,269,0,1.686189,5.414997,2.196021,195
'Entire home/apt',11,44806,2.56,6,339,11,0.573154,9.159048,12.969093,299
'Entire home/apt',5,44809,2.21,6,342,5,0.64873,9.27851,13.066652,229
'Entire home/apt',14,44741,0.8,5,365,7,1.37067,5.308366,2.275716,322
'Shared room',0,44880,0,1,9,0,1.104086,9.295711,13.335902,50
'Entire home/apt',14,44809,3.62,1,349,14,1.218573,9.747491,13.629664,200
'Entire home/apt',17,44809,1.43,6,342,17,0.573585,9.24772,13.000273,268
'Entire home/apt',75,44809,1.03,1,286,18,0.901358,9.658003,13.139528,400
'Entire home/apt',7,44788,0.19,1,68,4,1.569891,7.186665,2.495425,150
'Entire home/apt',6,43223,0.07,7,365,0,1.531669,7.331322,3.955439,116
'Entire home/apt',3,43688,0.07,2,365,0,1.488113,7.261628,4.126538,189
'Entire home/apt',3,43601,0.04,7,365,0,1.601817,7.266826,3.998732,130
'Entire home/apt',6,44795,0.64,1,347,6,1.955203,6.84996,4.380349,246
'Entire home/apt',62,44802,0.49,1,365,3,0.88862,5.537163,9.230915,92
'Private room',169,44808,3.36,3,126,54,1.445645,7.297719,4.108854,79
'Private room',144,44802,2.87,3,100,29,1.386579,7.331266,4.111945,76
'Entire home/apt',21,44758,0.64,1,66,7,0.458983,8.4108,12.61476,100
'Private room',1,44809,1,3,70,1,1.67155,5.308165,2.280274,110
'Private room',1,44797,1,3,341,1,1.429038,5.356639,2.213329,72
'Entire home/apt',0,44880,0,3,257,0,0.524537,6.000234,6.703791,119
'Private room',4,42899,0.05,2,365,0,1.532155,5.443319,2.137235,67
'Entire home/apt',5,44713,0.22,1,125,2,0.747015,5.123379,8.075823,190
'Private room',2,44730,0.65,1,320,2,1.184614,5.327607,2.316489,95
'Entire home/apt',26,44787,2.03,2,339,24,1.330662,5.429665,2.144333,204
'Entire home/apt',134,44613,2.42,1,125,2,0.257544,9.621968,7.119516,89
'Entire home/apt',15,44783,1.67,2,300,15,1.370503,5.243571,2.350798,332
'Entire home/apt',4,44797,2.4,2,337,4,1.548054,10.303665,13.693134,269
'Entire home/apt',50,44802,3.31,1,61,36,1.215124,9.986202,13.522692,120
'Entire home/apt',83,44787,0.87,3,282,11,1.678757,5.517466,2.11217,195
'Private room',23,44797,2.64,1,308,23,2.015529,6.850902,4.328356,125
'Private room',145,44804,3.21,1,149,57,1.560322,7.151246,4.240337,85
'Entire home/apt',13,43511,0.15,7,365,0,1.581911,7.290408,3.978,143
'Private room',17,44772,0.33,2,234,5,1.980157,6.881812,4.306488,52
'Entire home/apt',0,44880,0,1,365,0,1.281325,5.353579,2.244558,99
'Entire home/apt',119,44794,2.04,1,329,36,1.297642,5.312661,2.288837,175
'Entire home/apt',50,44794,0.83,3,263,18,1.619925,5.459459,2.141864,195
'Private room',215,44524,1.81,4,248,1,0.263116,5.601566,9.291716,38
'Entire home/apt',3,44808,3,2,351,3,0.8338,8.887979,12.912802,250
'Entire home/apt',79,44801,2.38,2,279,30,1.533173,10.288214,13.677807,260
'Entire home/apt',0,44880,0,1,164,0,1.302655,5.292224,2.31221,130
'Entire home/apt',10,44789,1.63,1,353,10,1.267361,9.959043,13.275635,150
'Entire home/apt',74,44703,1.02,1,177,7,1.322293,10.022034,13.740272,95
'Entire home/apt',59,44782,1.38,6,201,27,1.446807,5.643893,1.945412,635
'Entire home/apt',6,44795,0.64,1,287,6,0.773524,9.280208,12.597849,200
'Entire home/apt',19,44788,1.08,5,337,10,1.296474,5.307388,2.295614,373
'Entire home/apt',101,44036,1.95,5,90,0,1.556441,5.138558,2.434875,1850
'Entire home/apt',38,44786,2.47,1,64,27,1.264398,6.612213,2.158126,235
'Entire home/apt',0,44880,0,1,353,0,1.374194,5.270819,2.317862,265
'Entire home/apt',0,44880,0,4,360,0,0.706569,9.463905,13.108838,137
'Entire home/apt',2,44787,1.54,1,361,2,1.114302,9.702991,13.537328,90
'Private room',127,44554,2.02,1,84,2,1.385869,7.400618,3.980321,65
'Entire home/apt',14,44701,1.72,1,135,14,2.053966,6.796805,4.384899,199
'Entire home/apt',44,44785,3.11,1,242,37,1.234536,7.107092,2.162526,167
'Private room',4,44755,1.26,6,77,4,0.386363,6.408878,9.803788,89
'Entire home/apt',0,44880,0,131,332,0,1.633833,7.210547,4.06208,260
'Entire home/apt',317,44804,4.5,1,58,60,1.353429,6.889637,2.278445,110
'Entire home/apt',25,44801,3.29,1,17,25,1.303857,7.022138,2.232304,95
'Entire home/apt',95,44808,6.61,1,252,82,1.400574,7.056878,2.329053,146
'Private room',159,44810,3.18,3,321,41,1.423722,7.326681,4.078075,65
'Entire home/apt',16,44809,5.45,1,358,16,1.102332,9.738883,13.035567,114
'Entire home/apt',24,43883,0.44,7,365,0,1.338553,7.354828,4.12247,149
'Entire home/apt',50,44782,1.38,1,106,24,1.419734,7.292638,2.339486,235
'Entire home/apt',3,44717,0.29,1,5,3,1.356202,6.812507,2.276685,240
'Private room',6,44757,0.5,1,353,6,1.604792,7.375659,2.619355,100
'Entire home/apt',0,44880,0,3,310,0,1.432317,6.767186,2.350676,225
'Entire home/apt',2,42973,0.03,4,269,0,1.743162,7.080405,4.181029,297
'Entire home/apt',8,44780,0.31,1,126,1,1.640526,7.233751,4.019108,169
'Entire home/apt',5,44773,1.04,2,343,5,1.425077,5.84853,1.912992,278
'Entire home/apt',155,44787,2.02,2,87,28,1.833226,7.012033,4.215359,142
'Entire home/apt',120,44805,2.48,1,125,45,1.521008,7.236542,2.444221,177
'Entire home/apt',245,44805,4.06,1,255,72,1.843028,5.359652,2.290837,82
'Entire home/apt',279,44791,2.42,2,115,32,1.859396,6.974699,4.254647,143
'Entire home/apt',0,44880,0,2,318,0,1.43518,7.254211,4.193401,199
'Entire home/apt',57,44773,1.11,1,72,9,1.441753,6.080797,2.206451,102
'Entire home/apt',2,44518,0.13,56,358,1,1.377376,7.762552,2.599534,378
'Private room',0,44880,0,1,309,0,1.806265,5.469179,2.19526,84
'Entire home/apt',106,44789,3.08,1,103,42,1.553386,5.819322,2.206574,82
'Entire home/apt',6,44787,2.65,1,365,6,1.241931,9.850559,13.093899,109
'Entire home/apt',180,44808,1.79,5,234,13,1.147055,5.627729,1.95162,161
'Entire home/apt',173,44563,1.71,5,249,5,1.582188,5.117907,2.4544,157
'Entire home/apt',173,44809,3.27,1,71,42,1.229393,10.00069,13.517686,100
'Entire home/apt',0,44880,0,25,365,0,1.100198,5.080464,4.991936,150
'Private room',0,44880,0,1,16,0,1.550253,5.722744,2.01306,90
'Private room',42,44711,0.44,1,284,10,1.446617,7.627345,2.597608,151
'Entire home/apt',3,44781,0.23,4,0,2,1.407681,7.35253,2.372639,195
'Private room',88,44787,0.79,1,340,4,1.167894,6.339056,1.966806,87
'Entire home/apt',4,44781,2,5,252,4,1.439753,8.011836,2.817741,161
'Entire home/apt',5,44781,2.42,5,215,5,1.492432,7.685271,2.67628,137
'Entire home/apt',4,43276,0.07,79,358,0,1.377431,7.762539,2.599582,325
'Entire home/apt',0,44880,0,25,365,0,1.132026,5.039953,4.952147,154
'Entire home/apt',0,44880,0,79,358,0,1.377431,7.762539,2.599582,325
'Private room',15,44764,0.23,2,351,3,1.355334,5.926732,1.899747,108
'Entire home/apt',1,44122,0.04,56,358,0,1.377376,7.762552,2.599534,378
'Entire home/apt',0,44880,0,79,358,0,1.377431,7.762539,2.599582,325
'Entire home/apt',0,44880,0,56,358,0,1.377376,7.762552,2.599534,378
'Entire home/apt',5,44722,0.08,79,358,1,1.377431,7.762539,2.599582,325
'Entire home/apt',0,44880,0,79,358,0,1.377431,7.762539,2.599582,325
'Entire home/apt',0,44880,0,79,358,0,1.377431,7.762539,2.599582,325
'Entire home/apt',2,44785,1.33,1,162,2,1.466361,7.666685,2.639731,300
'Entire home/apt',112,44780,1.66,1,64,21,1.787256,7.097014,4.116983,146
'Entire home/apt',5,44807,5,5,339,5,1.407846,7.070455,2.336221,209
'Entire home/apt',200,44806,5.59,1,71,63,0.603303,8.938561,12.295375,114
'Entire home/apt',47,44347,1.29,1,85,0,0.940593,9.636647,13.368349,121
'Entire home/apt',49,44564,0.79,4,48,1,1.473255,5.154152,2.430713,122
'Entire home/apt',234,44807,2.61,1,296,53,1.558526,7.828085,2.810783,169
'Entire home/apt',0,44880,0,1,34,0,1.618814,7.358565,2.624384,140
'Entire home/apt',3,44805,1.36,2,19,3,0.880706,5.62905,2.069232,113
'Private room',60,44679,1.05,2,136,5,1.710861,5.570917,2.211486,64
'Entire home/apt',18,44770,1.86,1,337,18,0.439371,9.155461,12.869383,152
'Entire home/apt',200,44803,3.92,2,307,39,0.811914,8.757529,12.888923,84
'Entire home/apt',15,44801,2.25,1,156,15,1.82323,7.044534,4.171181,123
'Entire home/apt',0,44880,0,25,341,0,1.179256,5.027601,5.107459,190
'Entire home/apt',34,44807,3.59,1,112,34,1.626526,7.421009,2.671243,237
