neighbourhood_group,neighbourhood,latitude,longitude,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,dist_from_subway_in_miles,dist_from_airport_in_miles,dist_from_city_center,price
NA,"North Michigan Park, Michigan Park, University Heights",38.94394201,-76.98708769,Entire home/apt,4,2.55,20,321,4,54,0.844314443,6.913354587,3.718102207,99
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91635,-77.00029,Entire home/apt,0,NA,1,364,0,-1,0.402971766,4.881105818,2.096241403,165
NA,"Union Station, Stanton Park, Kingman Park",38.89935734,-76.994439,Entire home/apt,3,2.25,1,302,3,49,0.706748637,4.026293823,2.380688676,116
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94414537,-77.00568941,Entire home/apt,9,3.65,2,358,9,48,0.564926326,6.587185677,3.066354027,186
NA,"Union Station, Stanton Park, Kingman Park",38.9005151,-76.9973449,Entire home/apt,0,NA,235,302,0,-1,0.545719137,4.001760513,2.208415646,157
NA,"Union Station, Stanton Park, Kingman Park",38.89804068,-77.00887069,Private room,0,NA,8,95,0,-1,0.08150205,3.539141578,1.655759769,198
NA,"Shaw, Logan Circle",38.91006575,-77.03437037,Entire home/apt,1,1,1,345,1,38,0.494945209,4.003758864,0.241197737,211
NA,"Union Station, Stanton Park, Kingman Park",38.89736,-77.00864,Private room,0,NA,8,89,0,-1,0.072646334,3.50282389,1.685770844,226
NA,"Union Station, Stanton Park, Kingman Park",38.89775916,-77.00866943,Private room,0,NA,8,95,0,-1,0.068413645,3.526678602,1.673387518,198
NA,"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783,Entire home/apt,7,2.8,29,356,7,49,0.263591929,4.147976902,1.58726793,213
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92531318,-77.02552101,Entire home/apt,7,2.88,4,52,7,49,0.42191353,5.095266347,1.395717879,100
NA,"Friendship Heights, American University Park, Tenleytown",38.95121,-77.08091,Entire home/apt,6,2.37,2,193,6,46,0.17750251,7.234170455,3.872419868,314
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89783,-77.01032,Private room,1,0.57,8,89,1,87,0.158574649,3.491523971,1.58876677,226
NA,"Union Station, Stanton Park, Kingman Park",38.8926561,-76.9980232,Entire home/apt,2,1.87,1,124,2,53,0.564671172,3.538821351,2.347937927,125
NA,Historic Anacostia,38.86484446,-76.98330103,Private room,5,3.95,1,166,5,40,0.671687941,3.097467707,4.135893988,52
NA,"Near Southeast, Navy Yard",38.87361266,-77.00124701,Entire home/apt,3,1.17,1,335,3,58,0.288731417,2.482768467,3.026613253,135
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90821213,-76.98404014,Entire home/apt,0,NA,6,267,0,-1,1.03968662,4.855232392,2.886993165,129
NA,"Friendship Heights, American University Park, Tenleytown",38.94507616,-77.0749901,Entire home/apt,0,NA,1,137,0,-1,0.362223787,6.730743199,3.339967107,150
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9211684,-77.032123,Entire home/apt,0,NA,235,349,0,-1,0.382210654,4.775427351,0.998487599,176
NA,"North Michigan Park, Michigan Park, University Heights",38.94608,-77.00232,Entire home/apt,19,5.64,2,354,19,66,0.398494492,6.766189036,3.280516327,186
NA,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.8944041,-76.91474199,Private room,2,0.87,1,106,2,54,0.375976327,6.330426789,6.728011551,43
NA,"Union Station, Stanton Park, Kingman Park",38.90002,-76.98775,Entire home/apt,4,1.76,20,311,4,59,0.963810141,4.286014258,2.728936838,243
NA,"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783,Entire home/apt,2,0.63,29,363,2,68,0.263591929,4.147976902,1.58726793,262
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90877,-76.98341,Entire home/apt,0,NA,6,263,0,-1,1.07761057,4.906690412,2.922562413,150
NA,"Union Station, Stanton Park, Kingman Park",38.90517,-77.00409,Entire home/apt,0,NA,1,325,0,-1,0.140573103,4.095853003,1.79689363,188
NA,"West End, Foggy Bottom, GWU",38.90383844,-77.05282055,Entire home/apt,5,2.08,1,219,5,80,0.256832985,3.664207422,0.8996756,169
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.916519,-77.02343,Entire home/apt,0,NA,235,251,0,-1,0.224693429,4.512653414,0.976917345,144
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91427547,-77.02462407,Entire home/apt,0,NA,1,11,0,-1,0.157710704,4.349081107,0.82921813,210
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90564,-77.03951,Private room,0,NA,1,0,0,-1,0.16801982,3.695586006,0.178589836,250
NA,"Union Station, Stanton Park, Kingman Park",38.89878,-76.99265,Entire home/apt,15,4.79,2,113,15,51,0.80270039,4.052627733,2.484921601,222
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90565013,-76.98935848,Entire home/apt,11,4.52,3,62,11,45,0.752066494,4.540763984,2.597968949,170
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91436902,-77.03495656,Entire home/apt,1,1,1,64,1,44,0.446145671,4.299166993,0.505915595,195
NA,"Brightwood Park, Crestwood, Petworth",38.95813,-77.03117,Entire home/apt,1,0.94,3,349,1,65,1.427658111,7.324744556,3.528069007,100
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9207503,-77.0387185,Entire home/apt,14,5.68,2,326,14,38,0.594110552,4.737199041,0.940228022,159
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90852,-77.00603,Entire home/apt,1,0.49,29,362,1,94,0.193948008,4.259671022,1.687961065,220
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9215255,-77.00200854,Entire home/apt,9,3.91,2,12,9,53,0.332890061,5.171513009,2.146242774,200
NA,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89603,-76.931,Entire home/apt,0,NA,3,116,0,-1,0.532026655,6.567058834,5.833281042,160
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9080461,-76.9842285,Private room,1,0.46,1,347,1,99,1.028585574,4.839891403,2.876456414,51
NA,Historic Anacostia,38.86438,-76.98278,Entire home/apt,4,2.22,2,338,4,52,0.694418639,3.115888754,4.178670159,131
NA,"Georgetown, Burleith/Hillandale",38.90643197,-77.05817062,Private room,10,4.84,2,59,10,38,0.584568482,3.912020689,1.162584294,137
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96789106,-77.01060259,Private room,0,NA,1,364,0,-1,0.700631491,8.12538795,4.426999269,48
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90845647,-77.01124409,Entire home/apt,6,2.47,1,265,6,45,0.459639317,4.148164429,1.403492947,145
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93060799,-77.02876695,Entire home/apt,3,2.09,1,151,3,65,0.281230023,5.438950254,1.675084195,250
NA,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.85199,-76.96875,Entire home/apt,3,1.64,4,156,3,62,0.683299457,3.764513851,5.325221182,209
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91571789,-77.01052342,Entire home/apt,22,6.6,2,164,22,45,0.640730419,4.633593539,1.555472987,201
NA,"Capitol Hill, Lincoln Park",38.8888878,-76.995571,Entire home/apt,13,5.34,1,155,13,48,0.294731855,3.425438442,2.586235925,176
NA,"Capitol Hill, Lincoln Park",38.88601,-76.99812,Entire home/apt,11,3.47,79,122,11,43,0.149739023,3.184984177,2.573149353,103
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92965213,-77.02411107,Private room,0,NA,1,256,0,-1,0.477558248,5.402267471,1.699293981,69
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.8715335,-76.97520105,Private room,2,2,2,365,2,49,0.87606917,3.666291142,4.171933164,75
NA,"West End, Foggy Bottom, GWU",38.905065,-77.051708,Entire home/apt,0,NA,235,225,0,-1,0.310726229,3.733793974,0.821827917,212
NA,"Capitol Hill, Lincoln Park",38.88850711,-76.99555754,Entire home/apt,0,NA,157,347,0,-1,0.268622502,3.406515312,2.599808455,147
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91282,-77.00855,Private room,1,0.48,4,339,1,96,0.501014742,4.481746964,1.595743932,73
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90761279,-76.98985617,Entire home/apt,7,2.92,3,62,7,59,0.720041214,4.636264149,2.568751031,180
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91749,-77.02409,Entire home/apt,1,0.64,4,32,1,80,0.189008728,4.572668254,0.996649853,139
NA,"Mayfair, Hillbrook, Mahaning Heights",38.89876,-76.94002,Entire home/apt,5,2.59,1,317,5,53,0.368703902,6.229613005,5.321608698,77
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86842892,-76.95889088,Entire home/apt,19,9.19,1,353,19,38,1.18993261,4.44788178,5.029745348,99
NA,"Brightwood Park, Crestwood, Petworth",38.95068718,-77.03432392,Entire home/apt,8,2.89,79,109,8,69,1.089420106,6.80500806,3.003910191,92
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91579997,-77.03579256,Entire home/apt,10,4.55,1,143,10,35,0.46050755,4.396527748,0.596470676,149
NA,"Union Station, Stanton Park, Kingman Park",38.89757513,-76.98834509,Entire home/apt,3,2.73,1,347,3,45,0.968966218,4.13601673,2.733015032,206
NA,"Douglas, Shipley Terrace",38.84752211,-76.98246771,Entire home/apt,13,6.29,1,120,13,44,0.354122658,3.032017957,5.078274129,187
NA,"Georgetown, Burleith/Hillandale",38.9027,-77.06245,Entire home/apt,0,NA,96,272,0,-1,0.65419795,3.74385677,1.429167223,200
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91747217,-77.01007955,Entire home/apt,1,0.79,1,346,1,71,0.702299307,4.756052202,1.626906887,80
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91348,-77.03522,Entire home/apt,0,NA,1,364,0,-1,0.486917735,4.237378841,0.442922395,185
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86930119,-76.974164,Entire home/apt,1,0.7,1,331,1,77,1.032025354,3.666329069,4.309476195,83
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91712343,-77.04140959,Entire home/apt,10,4.69,1,234,10,43,0.530162403,4.491193543,0.727642073,217
NA,"Capitol Hill, Lincoln Park",38.88759045,-76.99756756,Entire home/apt,0,NA,157,273,0,-1,0.221402231,3.285970016,2.538256248,90
NA,"Near Southeast, Navy Yard",38.87620128,-77.00732201,Entire home/apt,3,3,5,179,3,52,0.123584306,2.34863102,2.680118157,166
NA,"Capitol Hill, Lincoln Park",38.88335,-77.00257,Entire home/apt,0,NA,156,283,0,-1,0.183863673,2.885807627,2.494314888,514
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9054652,-77.01580684,Entire home/apt,259,105,3,138,259,36,0.340372792,3.871317293,1.157890433,197
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86912,-76.98249,Private room,0,NA,6,263,0,-1,0.821467681,3.234993993,3.966034645,79
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90885162,-76.98343389,Private room,0,NA,6,331,0,-1,1.07695928,4.91039252,2.921473181,63
NA,"Near Southeast, Navy Yard",38.87643015,-77.00849571,Entire home/apt,0,NA,5,190,0,-1,0.186108897,2.315250379,2.629229533,241
NA,"Near Southeast, Navy Yard",38.87755499,-77.00893916,Entire home/apt,0,NA,5,186,0,-1,0.222773186,2.355924474,2.552408661,285
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90696582,-76.98362645,Private room,6,2.73,11,342,6,70,1.059044497,4.800794867,2.908780711,41
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90685727,-76.98385938,Private room,2,1.87,11,356,2,63,1.046382154,4.787070693,2.896114405,50
NA,"Brightwood Park, Crestwood, Petworth",38.94884584,-77.02010609,Entire home/apt,10,6.52,1,10,10,42,0.807904011,6.74420464,3.016315099,130
NA,"Capitol View, Marshall Heights, Benning Heights",38.8826787,-76.94133651,Private room,0,NA,3,331,0,-1,0.595522568,5.668589074,5.485239218,70
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90823757,-76.98315342,Shared room,4,2.79,11,343,4,56,1.088091163,4.885990191,2.93543643,59
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86867336,-76.97312659,Entire home/apt,0,NA,1,365,0,-1,1.100827896,3.706372472,4.380785553,193
NA,"Union Station, Stanton Park, Kingman Park",38.89243,-76.99699,Entire home/apt,1,0.37,3,15,1,115,0.540885687,3.561428002,2.405627102,381
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91654,-77.03004,Entire home/apt,0,NA,156,289,0,-1,0.142525014,4.46597152,0.745399818,118
NA,"Union Station, Stanton Park, Kingman Park",38.89660405,-76.99638182,Entire home/apt,16,6.58,1,220,16,39,0.607879872,3.810296563,2.329973375,153
NA,"Brightwood Park, Crestwood, Petworth",38.94131,-77.01982,Entire home/apt,3,1.02,1,319,3,103,0.332842773,6.232399017,2.531613905,165
NA,"Brookland, Brentwood, Langdon",38.924221,-76.97730292,Entire home/apt,0,NA,4,323,0,-1,1.040545534,5.969729157,3.459458072,191
NA,"Union Station, Stanton Park, Kingman Park",38.9005151,-76.9973449,Entire home/apt,0,NA,235,327,0,-1,0.545719137,4.001760513,2.208415646,155
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91709555,-77.01331283,Private room,0,NA,5,249,0,-1,0.531622519,4.678144083,1.457665345,69
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91747,-77.00154,Entire home/apt,0,NA,31,62,0,-1,0.393868546,4.9236406,2.056596477,225
NA,"West End, Foggy Bottom, GWU",38.905065,-77.051708,Entire home/apt,0,NA,235,251,0,-1,0.310726229,3.733793974,0.821827917,208
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96531424,-77.00771749,Private room,2,1.22,6,365,2,59,0.937402577,7.981436398,4.314854611,79
NA,"Shaw, Logan Circle",38.90968066,-77.02777963,Entire home/apt,4,1.97,6,84,4,45,0.390298452,4.00979544,0.526568093,452
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92851085,-77.02348615,Entire home/apt,10,4.11,1,244,10,45,0.497249178,5.329136924,1.642748745,123
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91780708,-77.00164646,Entire home/apt,0,NA,31,69,0,-1,0.384337794,4.942638708,2.059291741,121
NA,"Capitol Hill, Lincoln Park",38.88891153,-76.9958365,Entire home/apt,1,1,157,272,1,63,0.295562635,3.416938471,2.572793748,91
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91098592,-77.00335141,Entire home/apt,0,NA,2,112,0,-1,0.27396089,4.475002533,1.850286308,145
NA,"Shaw, Logan Circle",38.90872,-77.01954,Private room,0,NA,7,338,0,-1,0.20368868,4.030601544,0.953640819,57
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96518,-77.00879,Private room,7,3.13,6,360,7,38,0.910554877,7.960553958,4.284925885,60
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.9172821,-77.0166047,Entire home/apt,0,NA,1,152,0,-1,0.390756765,4.642667741,1.308391027,302
NA,"Georgetown, Burleith/Hillandale",38.90888166,-77.06451558,Entire home/apt,11,5.24,11,132,11,38,0.95580845,4.182627087,1.512268834,164
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91474757,-77.02307794,Entire home/apt,5,2.73,15,355,5,39,0.107853289,4.395760099,0.916931237,234
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90383073,-76.98029983,Entire home/apt,8,5.33,1,316,8,38,1.193780799,4.749947367,3.099101334,77
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91486113,-77.01990135,Entire home/apt,10,4.11,1,320,10,36,0.145245881,4.438183752,1.068108313,250
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91659,-77.01222,Private room,0,NA,5,364,0,-1,0.571017372,4.662168273,1.495198675,69
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90494,-76.9889023,Entire home/apt,1,1,2,137,1,60,0.784270666,4.515632401,2.625309829,250
NA,"Brightwood Park, Crestwood, Petworth",38.95179188,-77.02012739,Entire home/apt,0,NA,1,163,0,-1,0.978552399,6.945309063,3.210234248,109
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92316,-77.02511,Entire home/apt,7,3.04,4,39,7,57,0.443919537,4.951070056,1.275587316,215
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.9179084,-77.01743067,Entire home/apt,0,NA,2,179,0,-1,0.391269806,4.673661705,1.294591095,1000
NA,"Shaw, Logan Circle",38.9098487,-77.020258,Private room,0,NA,7,310,0,-1,0.251737369,4.096845649,0.926850562,120
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.900777,-77.016936,Entire home/apt,0,NA,235,316,0,-1,0.320339623,3.544839909,1.176685901,171
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92558539,-77.03971741,Entire home/apt,3,2.73,1,338,3,43,0.421051422,5.071691776,1.277884691,120
NA,"Shaw, Logan Circle",38.9100261,-77.0196786,Entire home/apt,13,6.5,4,298,13,40,0.268041261,4.116198291,0.960295632,199
NA,"North Michigan Park, Michigan Park, University Heights",38.93932,-76.98627,Entire home/apt,8,3.69,1,200,8,52,0.617209601,6.640999373,3.543133266,155
NA,"Shaw, Logan Circle",38.91158325,-77.02050043,Entire home/apt,4,3.64,1,24,4,53,0.152215437,4.210372475,0.945115481,426
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90804107,-77.01166285,Entire home/apt,0,NA,3,322,0,-1,0.476941832,4.113350308,1.379169928,101
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87581367,-76.97146265,Entire home/apt,3,2.31,4,317,3,52,0.812669355,3.969333495,4.177982265,150
NA,"Capitol View, Marshall Heights, Benning Heights",38.88419676,-76.93014746,Entire home/apt,7,3.5,1,342,7,45,0.648617261,6.126778587,6.040934564,458
NA,"Brightwood Park, Crestwood, Petworth",38.95491945,-77.02497817,Entire home/apt,6,2.73,1,100,6,59,1.208748695,7.128448996,3.356367684,111
NA,"Shaw, Logan Circle",38.91091237,-77.02114358,Private room,0,NA,7,227,0,-1,0.182404513,4.157485194,0.897625555,90
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90224558,-76.98495104,Entire home/apt,9,9,1,122,9,40,1.040343399,4.501766873,2.856939754,135
NA,"Congress Heights, Bellevue, Washington Highlands",38.84729711,-77.0034825,Entire home/apt,12,5.22,2,355,12,59,0.824987106,1.897278813,4.518109422,114
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91370646,-77.01484778,Entire home/apt,6,4.19,1,233,6,38,0.386118484,4.430137013,1.285025914,164
NA,"Shaw, Logan Circle",38.9094523,-77.01925146,Private room,1,1,7,332,1,55,0.253466855,4.083453918,0.976061803,90
NA,"Shaw, Logan Circle",38.91100826,-77.01975277,Private room,0,NA,7,342,0,-1,0.207657699,4.181083771,0.972415062,90
NA,"Georgetown, Burleith/Hillandale",38.90751776,-77.06342928,Entire home/apt,11,5.69,11,160,11,42,0.858123076,4.073771813,1.448664618,139
NA,"Georgetown, Burleith/Hillandale",38.9079024,-77.06251739,Entire home/apt,6,4.29,11,142,6,44,0.83247551,4.081894673,1.399548914,157
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86871959,-76.94611531,Entire home/apt,0,NA,1,359,0,-1,1.322979565,5.130169817,5.623176648,177
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95183727,-77.00948738,Entire home/apt,7,5.25,1,131,7,36,0.397600084,7.05212823,3.424386529,118
NA,"Georgetown, Burleith/Hillandale",38.90728975,-77.06460107,Entire home/apt,22,9.85,11,137,22,41,0.852605252,4.081595326,1.5124911,178
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91536386,-77.02399131,Entire home/apt,0,NA,235,0,0,-1,0.172271402,4.428885321,0.90226242,199
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.86531094,-77.01316512,Entire home/apt,1,1,1,365,1,64,0.805628828,1.620195517,3.167572446,200
NA,"Capitol Hill, Lincoln Park",38.89075025,-76.99983859,Entire home/apt,0,NA,5,257,0,-1,0.471360784,3.374160036,2.320143537,485
NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.9306539,-77.07166706,Entire home/apt,1,1,1,72,1,59,0.796171502,5.728780788,2.49447976,85
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92538771,-77.02536649,Entire home/apt,1,1,4,38,1,53,0.427540874,5.101471554,1.404088289,380
NA,"Georgetown, Burleith/Hillandale",38.9163151,-77.074558,Entire home/apt,6,3.05,1,40,6,62,1.351974133,4.866514294,2.150168675,155
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92176207,-77.0396337,Entire home/apt,9,5.09,2,321,9,38,0.570627349,4.807845836,1.015808589,396
NA,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.85755975,-76.95625701,Entire home/apt,3,3,1,362,3,37,0.431290929,4.4625531,5.578457913,180
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91777157,-77.02178006,Entire home/apt,5,5,1,344,5,52,0.295887166,4.613924675,1.101640129,154
NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93378669,-77.05425138,Entire home/apt,0,NA,2,41,0,-1,0.217966105,5.708395317,2.064669895,375
NA,"Georgetown, Burleith/Hillandale",38.9093162,-77.06412072,Entire home/apt,10,7.89,11,122,10,40,0.961281209,4.20327724,1.493406897,160
