neighbourhood_group,neighbourhood,latitude,longitude,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,dist_from_subway_in_miles,dist_from_airport_in_miles,dist_from_city_center,price
NA,"Union Station, Stanton Park, Kingman Park",38.900449,-77.000936,Entire home/apt,1,0.28,235,311,1,141,0.399091951,3.89333918,2.018129678,144
NA,"Dupont Circle, Connecticut Avenue/K Street",38.9123,-77.04034,Entire home/apt,1,0.81,4,123,1,70,0.250552277,4.156305954,0.398887785,100
NA,"Capitol Hill, Lincoln Park",38.88279,-76.99746,Entire home/apt,12,2.67,3,65,12,53,0.149815873,3.05136336,2.733874124,206
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92612,-77.03799,Entire home/apt,0,NA,6,309,0,-1,0.319780726,5.107405055,1.306835853,81
NA,"Union Station, Stanton Park, Kingman Park",38.9014437,-77.0009674,Entire home/apt,0,NA,235,281,0,-1,0.401060965,3.951437772,2.001720664,172
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.86986,-77.01221,Private room,1,0.7,15,156,1,77,0.540053281,1.854245528,2.907825586,551
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91785223,-77.01378186,Private room,0,NA,46,29,0,-1,0.536626454,4.721072257,1.460652892,35
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87148,-77.01226,Private room,0,NA,15,156,0,-1,0.447908941,1.927975618,2.807952631,551
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.86981,-77.0108,Private room,0,NA,15,156,0,-1,0.556456558,1.910490936,2.94732618,276
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.86994,-77.01059,Private room,8,1.9,15,156,8,71,0.542619863,1.925042191,2.945053384,276
NA,"Georgetown, Burleith/Hillandale",38.90526,-77.06688,Entire home/apt,28,6.51,2,238,28,44,0.676640417,3.999176774,1.642372156,167
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91804,-77.01399,Private room,1,1,46,262,1,62,0.53477284,4.730401999,1.457449809,35
NA,"Union Station, Stanton Park, Kingman Park",38.89887,-76.99732,Entire home/apt,17,4.72,1,49,17,39,0.556437218,3.908268099,2.236196649,116
NA,"Dupont Circle, Connecticut Avenue/K Street",38.9128,-77.04292,Entire home/apt,4,1.43,1,5,4,49,0.222058298,4.197997395,0.507290243,329
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.900777,-77.016936,Entire home/apt,0,NA,235,312,0,-1,0.320339623,3.544839909,1.176685901,167
NA,"Brookland, Brentwood, Langdon",38.92569,-76.98741,Entire home/apt,32,9.9,1,61,32,40,0.564448641,5.772507574,2.988198018,143
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87152,-77.01245,Private room,0,NA,15,156,0,-1,0.439195433,1.922438713,2.800570475,276
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87199,-77.01204,Private room,8,1.92,15,156,8,65,0.429717806,1.961109923,2.78295472,264
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87145,-77.01238,Private room,0,NA,15,156,0,-1,0.445354365,1.921822438,2.806638484,264
NA,"Sheridan, Barry Farm, Buena Vista",38.85993,-76.98942,Private room,10,3.61,1,0,10,40,0.386875483,2.690722591,4.166390464,59
NA,"Capitol Hill, Lincoln Park",38.87957,-76.98339,Entire home/apt,2,0.63,1,6,2,81,0.164373279,3.519210388,3.488644896,110
NA,"Union Station, Stanton Park, Kingman Park",38.89764,-76.97224,Entire home/apt,2,0.42,79,162,2,47,0.798883439,4.758879305,3.591532163,95
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9214405,-77.03158111,Entire home/apt,1,1,4,20,1,60,0.378343903,4.796133365,1.024612478,126
NA,"Hawthorne, Barnaby Woods, Chevy Chase",38.958576,-77.071632,Entire home/apt,1,1,2,341,1,65,0.732519445,7.576884161,4.020303038,70
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.905,-76.97965,Entire home/apt,4,0.96,3,331,4,59,1.2692481,4.834057521,3.129533745,60
NA,"West End, Foggy Bottom, GWU",38.90744,-77.047684,Entire home/apt,2,2,1,122,2,36,0.276805258,3.857198228,0.589039226,169
NA,"Capitol Hill, Lincoln Park",38.8911,-76.97992,Entire home/apt,6,1.53,2,0,6,122,0.339592658,4.14646052,3.303496904,167
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91447,-77.00137,Private room,2,0.79,2,321,2,39,0.521638582,4.738613829,2.00374452,42
NA,"Sheridan, Barry Farm, Buena Vista",38.86065,-76.9911,Entire home/apt,1,0.37,2,6,1,115,0.282979404,2.611699697,4.070629345,150
NA,"Shaw, Logan Circle",38.90718,-77.02424,Entire home/apt,26,5.27,1,22,26,36,0.136626142,3.870893058,0.691237378,140
NA,"Union Station, Stanton Park, Kingman Park",38.89747809,-76.97422662,Entire home/apt,22,8.68,2,128,22,36,0.758817158,4.670469361,3.487096717,204
NA,"River Terrace, Benning, Greenway, Dupont Park",38.89572,-76.95738,Entire home/apt,0,NA,1,365,0,-1,0.628082229,5.318806601,4.413458039,150
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9159317,-77.0444379,Entire home/apt,0,NA,235,30,0,-1,0.440030888,4.419738748,0.729643933,259
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90439192,-76.98787114,Entire home/apt,11,3.71,1,263,11,38,0.846977212,4.518823811,2.683978609,121
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9159317,-77.0444379,Entire home/apt,0,NA,235,33,0,-1,0.440030888,4.419738748,0.729643933,259
NA,"Shaw, Logan Circle",38.90934,-77.01869,Entire home/apt,23,6.16,4,13,23,45,0.266366541,4.08362781,1.005170809,139
NA,"Capitol Hill, Lincoln Park",38.8918,-76.99063,Entire home/apt,7,1.79,1,324,7,36,0.575178813,3.756053202,2.740715721,114
NA,"Brookland, Brentwood, Langdon",38.92084,-76.98801,Entire home/apt,9,3.1,1,19,9,79,0.433218214,5.464110167,2.830449871,95
NA,"Brookland, Brentwood, Langdon",38.92940777,-76.97450419,Entire home/apt,4,2.61,1,82,4,45,1.124933461,6.352860335,3.735561102,135
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.86435,-77.01339,Entire home/apt,26,6,1,342,26,40,0.86594781,1.573469754,3.223278808,124
NA,"Congress Heights, Bellevue, Washington Highlands",38.83886444,-77.00538027,Private room,20,5,5,358,20,35,1.033561623,1.986823941,5.019405998,44
NA,"Shaw, Logan Circle",38.91166,-77.02911,Entire home/apt,6,1.38,79,23,6,46,0.379508033,4.136298036,0.524988494,650
NA,"Brightwood Park, Crestwood, Petworth",38.95404435,-77.02806734,Entire home/apt,22,8.57,1,108,22,36,1.172792165,7.053782888,3.268039704,321
NA,"Douglas, Shipley Terrace",38.8444823,-76.97351874,Entire home/apt,3,3,1,72,3,40,0.248439056,3.543335407,5.541056687,189
NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93323,-77.09029,Private room,3,0.86,1,287,3,104,1.226507056,6.29152026,3.423980209,200
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90821,-76.98303,Private room,3,0.76,11,300,3,124,1.094666177,4.888593746,2.942127487,43
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90394,-77.01724,Entire home/apt,0,NA,235,358,0,-1,0.308330223,3.747295699,1.096751043,185
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91616,-77.00284,Private room,1,0.79,2,281,1,71,0.506583882,4.812460719,1.959748842,45
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89746,-77.01059,Private room,0,NA,15,95,0,-1,0.174617153,3.462141438,1.585960779,198
NA,"Douglas, Shipley Terrace",38.84810832,-76.98237598,Private room,5,5,1,220,5,36,0.375145968,3.033059013,5.048483345,63
NA,"Union Station, Stanton Park, Kingman Park",38.89352417,-76.99169406,Entire home/apt,1,0.63,10,46,1,81,0.657253404,3.805080202,2.64247458,203
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9015012,-77.0180106,Entire home/apt,1,0.48,235,312,1,95,0.305859823,3.574140448,1.103777955,164
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90714,-76.98106,Private room,3,0.94,6,309,3,46,1.19919177,4.897529614,3.048866811,36
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90248,-77.03766,Entire home/apt,27,5.63,20,220,27,42,0.122391315,3.476220587,0.328312931,144
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.97011,-77.01006,Entire home/apt,2,0.56,1,312,2,67,0.60544071,8.281329705,4.58148912,62
NA,"Brightwood Park, Crestwood, Petworth",38.94563,-77.02644,Entire home/apt,17,4.15,79,148,17,46,0.587858708,6.482772438,2.712476226,210
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92298,-76.99989,Entire home/apt,8,2.47,1,346,8,46,0.252877624,5.308513968,2.295417912,124
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91808,-77.04275,Entire home/apt,1,0.38,5,270,1,111,0.585848192,4.560972073,0.815845124,110
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96499,-77.00909,Entire home/apt,6,1.68,6,365,6,53,0.912407709,7.944467986,4.266831789,199
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.928684,-77.02578,Entire home/apt,2,0.94,1,149,2,87,0.374377583,5.324204478,1.601914933,165
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93293,-77.01852,Entire home/apt,8,1.83,1,6,8,57,0.412053629,5.674705639,2.039374224,199
NA,"Congress Heights, Bellevue, Washington Highlands",38.81995,-77.00551,Entire home/apt,6,1.89,1,358,6,57,2.00237654,2.830117901,6.259460257,83
NA,"Union Station, Stanton Park, Kingman Park",38.9005151,-76.9973449,Entire home/apt,0,NA,235,81,0,-1,0.545719137,4.001760513,2.208415646,189
NA,"Capitol Hill, Lincoln Park",38.890926,-76.992126,Entire home/apt,4,3.53,1,125,4,37,0.483260449,3.656231892,2.69021976,128
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96518883,-77.00682994,Private room,1,0.41,6,365,1,107,0.954083302,7.983057202,4.324976984,60
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91609,-77.02828,Entire home/apt,9,2.16,1,294,9,38,0.076508736,4.445146942,0.773165657,173
NA,"Cathedral Heights, McLean Gardens, Glover Park",38.91945,-77.07147,Entire home/apt,15,3.85,1,42,15,73,1.110602076,4.999636038,2.068136084,239
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91804709,-77.03260317,Entire home/apt,1,1,1,256,1,49,0.287768354,4.558840906,0.784357461,101
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9209,-77.03137,Entire home/apt,0,NA,235,332,0,-1,0.341653963,4.759752771,0.992350062,141
NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96539769,-77.00740992,Private room,1,0.67,6,365,1,79,0.943219891,7.990530694,4.326428028,49
NA,"Shaw, Logan Circle",38.90758,-77.01905,Entire home/apt,2,0.61,3,52,2,131,0.175031798,3.961197255,0.974962635,128
NA,"Dupont Circle, Connecticut Avenue/K Street",38.911762,-77.042618,Entire home/apt,9,3.1,4,297,9,59,0.155033273,4.125436976,0.443346115,136
NA,"Friendship Heights, American University Park, Tenleytown",38.94398827,-77.07173593,Private room,3,1.55,1,122,3,71,0.480153396,6.607072165,3.17193788,102
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90712,-76.98468,Private room,17,3.7,11,323,17,69,1.001534963,4.774091794,2.851217343,52
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.9184,-77.02501,Entire home/apt,0,NA,9,365,0,-1,0.16629099,4.626848551,1.009293163,199
NA,"Georgetown, Burleith/Hillandale",38.90702,-77.05619,Entire home/apt,1,0.43,3,16,1,102,0.542164815,3.921694622,1.053307227,225
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90520633,-76.98224071,Entire home/apt,4,1.64,3,345,4,40,1.141608601,4.753485429,2.987565981,98
NA,"Shaw, Logan Circle",38.91219,-77.02167,Private room,2,1.11,4,270,2,51,0.09031941,4.237547902,0.900021157,115
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.92014,-77.02318,Entire home/apt,0,NA,9,257,0,-1,0.319728182,4.761200576,1.165490355,159
NA,"Cathedral Heights, McLean Gardens, Glover Park",38.919386,-77.0711104,Entire home/apt,0,NA,235,196,0,-1,1.093817785,4.988317439,2.04841568,184
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91578,-77.02251,Entire home/apt,16,4.85,2,69,16,44,0.16168713,4.471478785,0.983769659,129
NA,"Capitol View, Marshall Heights, Benning Heights",38.89152,-76.9306,Entire home/apt,4,1.12,16,256,4,74,0.425698149,6.449147464,5.903959242,70
NA,"Hawthorne, Barnaby Woods, Chevy Chase",38.9705,-77.07302,Entire home/apt,1,0.64,4,44,1,81,1.002335332,8.394164652,4.792304957,395
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89958,-77.02603,Entire home/apt,0,NA,1,338,0,-1,0.141644698,3.337477257,0.792899257,224
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86746,-76.9482,Entire home/apt,2,1.03,4,41,2,51,1.198253271,5.000149684,5.565405265,150
NA,"Cathedral Heights, McLean Gardens, Glover Park",38.93587,-77.0735,Entire home/apt,0,NA,2,338,0,-1,0.768325399,6.101747053,2.811909782,489
NA,"Shaw, Logan Circle",38.91305,-77.0294,Entire home/apt,0,NA,2,257,0,-1,0.29231811,4.229878778,0.574998759,1158
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91694,-77.0247,Entire home/apt,18,5.81,2,60,18,44,0.152857371,4.529889802,0.946245474,193
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90766424,-77.00922878,Entire home/apt,0,NA,1,79,0,-1,0.341717887,4.137038656,1.511188146,232
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93614,-77.02324,Private room,0,NA,46,197,0,-1,0.090689453,5.852238412,2.131600619,35
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9211684,-77.032123,Entire home/apt,0,NA,235,320,0,-1,0.382210654,4.775427351,0.998487599,145
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.904789,-76.990028,Entire home/apt,13,3.68,4,72,13,47,0.726078447,4.471168559,2.564612502,89
NA,"Union Station, Stanton Park, Kingman Park",38.90658,-77.0066,Entire home/apt,3,0.97,29,358,3,72,0.197706989,4.124782986,1.654933024,285
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90275659,-77.02678141,Entire home/apt,0,NA,1,78,0,-1,0.314080075,3.545752465,0.631845957,159
NA,"Georgetown, Burleith/Hillandale",38.90875,-77.0647,Entire home/apt,0,NA,20,314,0,-1,0.943692621,4.177661659,1.52164319,331
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91715,-77.01022,Entire home/apt,14,3.68,4,6,14,56,0.686756534,4.732538015,1.610405964,86
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.936146,-77.022751,Entire home/apt,15,5.11,1,333,15,43,0.097539343,5.856309358,2.141474813,100
NA,"Brightwood Park, Crestwood, Petworth",38.93678,-77.0254,Private room,2,0.82,46,277,2,46,0.115204834,5.881370065,2.135420579,35
NA,"Union Station, Stanton Park, Kingman Park",38.90499267,-76.99883715,Entire home/apt,11,6.73,1,147,11,38,0.268090474,4.221534296,2.083805095,223
NA,"Friendship Heights, American University Park, Tenleytown",38.95184,-77.0827,Entire home/apt,2,0.62,2,343,2,130,0.266725281,7.30755799,3.967465953,225
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90174,-77.03245,Entire home/apt,23,7.19,2,47,23,36,0.070399529,3.437120214,0.448293931,285
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91612032,-77.01088136,Entire home/apt,7,3.09,5,73,7,37,0.629235127,4.653722096,1.54822401,121
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.86569191,-77.0126062,Entire home/apt,2,2,2,349,2,40,0.790349023,1.660220247,3.156307404,309
NA,"Capitol Hill, Lincoln Park",38.8816,-76.9972,Entire home/apt,10,2.88,3,60,10,52,0.219044028,3.005392411,2.796201964,109
NA,"Sheridan, Barry Farm, Buena Vista",38.85667,-76.98781,Entire home/apt,0,NA,1,151,0,-1,0.59961472,2.742021876,4.397755507,175
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91883,-77.02815,Entire home/apt,8,2.12,1,0,8,72,0.130513016,4.633782639,0.933918178,266
NA,"Brookland, Brentwood, Langdon",38.9237238,-76.99380629,Entire home/apt,0,NA,3,272,0,-1,0.217154015,5.492419422,2.614601423,170
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92618833,-76.9962172,Entire home/apt,12,4.14,1,336,12,44,0.35366455,5.59131637,2.578894934,133
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9015012,-77.0180106,Entire home/apt,0,NA,235,322,0,-1,0.305859823,3.574140448,1.103777955,145
NA,"Union Station, Stanton Park, Kingman Park",38.90747721,-77.0069228,Private room,8,8,1,108,8,52,0.215227734,4.17415414,1.63686688,109
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89724,-77.01057,Private room,0,NA,15,89,0,-1,0.176073219,3.448893364,1.593437897,452
NA,"North Michigan Park, Michigan Park, University Heights",38.95252,-76.9966,Private room,0,NA,2,365,0,-1,0.3094776,7.283257101,3.823650281,169
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90351,-77.04814,Entire home/apt,0,NA,235,265,0,-1,0.226034229,3.592823468,0.664423699,151
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89675,-77.01047,Private room,0,NA,15,89,0,-1,0.181067014,3.420760009,1.613191624,677
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91039,-77.04637,Entire home/apt,15,4.13,79,155,15,44,0.170088207,4.049791361,0.561962209,120
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91089,-77.04475,Entire home/apt,12,3.27,79,149,12,44,0.114678061,4.07474792,0.498530625,114
NA,"North Cleveland Park, Forest Hills, Van Ness",38.94031667,-77.05906435,Entire home/apt,2,2,4,332,2,52,0.295836323,6.19774575,2.585725136,186
NA,"Brightwood Park, Crestwood, Petworth",38.95407,-77.03452,Entire home/apt,0,NA,2,167,0,-1,1.296441327,7.038067973,3.236639696,313
NA,"North Cleveland Park, Forest Hills, Van Ness",38.94373,-77.06246,Private room,11,3.79,2,55,11,40,0.042738665,6.465422848,2.881129205,90
NA,"West End, Foggy Bottom, GWU",38.90013,-77.0521,Entire home/apt,2,1.22,1,130,2,41,0.107018236,3.406096138,0.962676122,402
NA,"Friendship Heights, American University Park, Tenleytown",38.95998,-77.08438,Private room,9,2.48,2,337,9,44,0.047689825,7.868024965,4.470283229,105
NA,"Colonial Village, Shepherd Park, North Portal Estates",38.98627,-77.02997,Private room,3,1.17,2,340,3,68,0.533505387,9.267338316,5.468935079,72
NA,"Dupont Circle, Connecticut Avenue/K Street",38.90351,-77.04814,Entire home/apt,0,NA,235,79,0,-1,0.226034229,3.592823468,0.664423699,191
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93522,-77.02932,Private room,0,NA,4,364,0,-1,0.354648717,5.753489114,1.97718106,136
NA,"Capitol Hill, Lincoln Park",38.88976,-76.99261,Entire home/apt,15,4.29,1,79,15,50,0.399525798,3.579472612,2.701098104,124
NA,"Capitol View, Marshall Heights, Benning Heights",38.89191,-76.92862,Entire home/apt,21,7.24,4,130,21,41,0.536019508,6.530178515,6.005483379,259
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9334,-77.02968,Private room,9,2.33,4,341,9,61,0.414132706,5.626752178,1.850282125,99
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93131,-77.02997,Private room,22,5.64,4,348,22,56,0.277575673,5.481749324,1.706077841,89
NA,"Capitol View, Marshall Heights, Benning Heights",38.88678,-76.93748,Entire home/apt,7,3.18,3,125,7,38,0.294055509,5.97220134,5.608209424,110
NA,"Capitol Hill, Lincoln Park",38.8917494,-76.9838602,Entire home/apt,9,3.75,1,328,9,45,0.507123623,4.015625222,3.085970018,111
NA,"Brightwood Park, Crestwood, Petworth",38.95878613,-77.0364902,Entire home/apt,0,NA,1,16,0,-1,1.557092422,7.36163786,3.559513296,350
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91295,-77.04226,Entire home/apt,2,1.36,4,274,2,52,0.239232504,4.206035243,0.493009226,483
NA,"Brightwood Park, Crestwood, Petworth",38.95556,-77.02941,Entire home/apt,7,1.88,1,276,7,81,1.291592018,7.153064942,3.36180674,112
NA,"Union Station, Stanton Park, Kingman Park",38.9019122,-76.9952335,Entire home/apt,6,2.61,1,314,6,38,0.552521996,4.145929511,2.304062738,138
NA,"Congress Heights, Bellevue, Washington Highlands",38.83414,-76.99031,Entire home/apt,15,4.17,1,352,15,52,0.80127986,2.868796497,5.646599168,127
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91526,-77.02828,Entire home/apt,0,NA,156,297,0,-1,0.128085676,4.388266352,0.728563659,247
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.932228,-77.046066,Entire home/apt,0,NA,1,298,0,-1,0.602287517,5.547682778,1.797987193,220
NA,"Shaw, Logan Circle",38.90752,-77.02467,Entire home/apt,0,NA,157,75,0,-1,0.167647491,3.889567332,0.668122947,165
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9015012,-77.0180106,Entire home/apt,0,NA,235,120,0,-1,0.305859823,3.574140448,1.103777955,153
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92780708,-77.03626008,Entire home/apt,0,NA,1,58,0,-1,0.202347184,5.224377649,1.422317736,193
NA,"Shaw, Logan Circle",38.90603,-77.03018,Entire home/apt,0,NA,235,0,0,-1,0.374584831,3.743735765,0.375688366,269
NA,"Capitol Hill, Lincoln Park",38.8871436,-76.9913188,Entire home/apt,4,3,1,132,4,52,0.309035047,3.501293085,2.847621902,160
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86845,-76.980301,Entire home/apt,12,5.45,4,286,12,38,0.905618261,3.330699663,4.086432005,303
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91681571,-76.99963565,Private room,7,5.83,8,342,7,37,0.356091603,4.925277697,2.140080495,45
NA,"Union Station, Stanton Park, Kingman Park",38.9005151,-76.9973449,Entire home/apt,0,NA,235,296,0,-1,0.545719137,4.001760513,2.208415646,158
NA,"Douglas, Shipley Terrace",38.84650213,-76.9839941,Private room,0,NA,1,365,0,-1,0.25345928,2.957509293,5.087729824,52
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91675272,-77.00113831,Private room,4,3.16,8,349,4,36,0.411363045,4.887257948,2.060840471,57
NA,"Capitol Hill, Lincoln Park",38.88919817,-76.96920173,Private room,0,NA,4,365,0,-1,0.463540346,4.531981664,3.899448702,250
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90788,-77.00918,Entire home/apt,5,2.11,1,42,5,59,0.341335928,4.151837209,1.514239103,111
NA,"Shaw, Logan Circle",38.91136619,-77.02059107,Entire home/apt,10,5,2,138,10,45,0.16304706,4.194669124,0.935718893,221
NA,"Near Southeast, Navy Yard",38.87814253,-77.00894257,Entire home/apt,0,NA,5,276,0,-1,0.239403861,2.386178607,2.519923485,446
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91086,-77.04264,Entire home/apt,0,NA,156,305,0,-1,0.096367689,4.063412745,0.402490396,121
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91726371,-76.99937155,Private room,8,5.85,8,343,8,38,0.322500619,4.959387567,2.163516929,46
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91855948,-77.0010232,Private room,4,3,8,351,4,38,0.327110849,5.003823129,2.109865736,49
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87684033,-77.01690789,Entire home/apt,10,4.84,1,283,10,39,0.041544746,2.050012308,2.362156337,191
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9041097,-76.9815078,Entire home/apt,1,0.63,3,312,1,81,1.191801834,4.721307424,3.03192152,95
NA,"River Terrace, Benning, Greenway, Dupont Park",38.89204616,-76.94645502,Entire home/apt,0,NA,3,88,0,-1,0.447645218,5.693466352,5.047779425,100
NA,"Shaw, Logan Circle",38.90972593,-77.02018703,Private room,0,NA,7,285,0,-1,0.245317937,4.089511112,0.929023337,72
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92264697,-76.999623,Entire home/apt,14,4.83,1,328,14,44,0.228764922,5.293059528,2.297512021,110
NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86623214,-76.97698239,Entire home/apt,10,5.66,1,354,10,38,1.029033161,3.455458991,4.323588845,133
NA,"Brightwood Park, Crestwood, Petworth",38.95052,-77.01694,Entire home/apt,8,2.47,1,145,8,44,0.809764293,6.884900234,3.181555934,192
NA,"Cathedral Heights, McLean Gardens, Glover Park",38.919386,-77.0711104,Entire home/apt,0,NA,235,11,0,-1,1.093817785,4.988317439,2.04841568,187
NA,"Union Station, Stanton Park, Kingman Park",38.899752,-76.997337,Entire home/apt,0,NA,235,328,0,-1,0.567018193,3.958151697,2.220430026,137
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92397405,-77.04039248,Entire home/apt,0,NA,3,272,0,-1,0.504496413,4.961492736,1.173012824,97
NA,"Union Station, Stanton Park, Kingman Park",38.899752,-76.997337,Entire home/apt,0,NA,235,331,0,-1,0.567018193,3.958151697,2.220430026,187
NA,"Union Station, Stanton Park, Kingman Park",38.899752,-76.997337,Entire home/apt,0,NA,235,296,0,-1,0.567018193,3.958151697,2.220430026,137
NA,"Shaw, Logan Circle",38.90746,-77.02466,Entire home/apt,0,NA,157,327,0,-1,0.165361904,3.885597203,0.668544748,170
NA,"Shaw, Logan Circle",38.91218022,-77.02031743,Private room,1,0.94,4,270,1,65,0.125300172,4.252754364,0.968426232,150
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.903271,-76.981682,Private room,1,0.94,2,343,1,66,1.16941406,4.671238418,3.027067004,99
NA,"Brookland, Brentwood, Langdon",38.919788,-76.984901,Private room,8,2.93,1,349,8,60,0.609116988,5.488446648,2.969034173,69
NA,"Capitol View, Marshall Heights, Benning Heights",38.88227,-76.92681,Entire home/apt,7,2.59,1,266,7,44,0.871585539,5.914817445,6.252205366,350
NA,"Near Southeast, Navy Yard",38.87621,-77.00873,Entire home/apt,7,7,5,97,7,52,0.199785813,2.295426878,2.634020861,208
