@relation 'dc_listings - full-weka.filters.unsupervised.attribute.Remove-R1-5,10-18,22-30,32-34-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute calculated_host_listings_count numeric
@attribute reviews_per_month numeric
@attribute days_since_last_review numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Private room',148,191,70,1,3.05,84,0.501307,4.041867,1.29485,91
'Entire home/apt',120,135,17,1,3.05,178,0.611484,3.715224,2.573361,156
'Entire home/apt',329,190,56,1,3.05,40,0.149014,3.823558,0.646822,269
'Entire home/apt',40,6,6,1,3.05,546,1.320402,4.842421,2.092625,155
'Entire home/apt',323,696,30,1,5.81,40,0.922363,4.066685,2.679183,125
'Entire home/apt',126,219,72,2,5.81,176,0.635779,5.207641,4.497979,96
'Entire home/apt',60,18,18,2,5.81,50,0.148383,4.526679,0.932607,193
'Private room',0,186,0,8,1.85,167,0.559238,3.497738,2.295439,98
'Entire home/apt',333,149,1,1,1.85,-1,0.528884,2.411944,5.147248,85
'Entire home/apt',362,124,23,2,1.85,-1,0.653111,5.299727,5.036666,200
'Entire home/apt',66,29,23,1,1.85,633,1.824483,2.345608,5.822125,125
'Entire home/apt',227,29,22,1,1.85,-1,0.385321,6.063592,5.681148,89
'Private room',22,34,25,39,1.85,-1,0.238613,4.050973,0.745054,103
'Entire home/apt',198,24,22,156,1.85,-1,0.656957,3.720204,2.346212,530
'Entire home/apt',146,21,21,79,1.85,-1,0.514467,4.420287,1.369927,80
'Private room',101,21,21,2,1.85,-1,0.119352,6.462662,2.844116,80
'Entire home/apt',32,63,0,8,0.63,-1,0.523126,5.370443,1.587369,361
'Entire home/apt',267,54,5,9,0.63,707,0.31796,4.293935,0.579746,70
'Entire home/apt',12,46,1,1,0.63,115,0.730169,4.71546,1.635148,132
'Private room',71,42,0,5,0.63,-1,0.170025,4.290019,1.022198,64
'Entire home/apt',4,1,1,2,0.63,-1,0.668415,6.588155,2.824069,222
'Entire home/apt',302,28,9,32,0.63,730,1.297081,5.942884,2.981854,100
'Entire home/apt',201,27,2,3,0.63,40,1.486964,5.114273,2.390445,106
'Private room',365,13,2,10,0.63,53,0.317054,3.674591,0.590082,342
'Private room',349,24,0,4,0.63,148,0.591957,5.40293,1.759844,95
'Private room',87,21,0,1,0.63,205,0.6354,6.371315,6.113645,47
'Entire home/apt',71,17,5,2,0.63,-1,0.228036,5.822866,2.154266,325
'Entire home/apt',227,1,1,156,0.63,-1,0.400112,3.853675,0.098281,137
'Entire home/apt',309,4,4,156,0.63,-1,0.467853,3.871836,0.192054,330
'Entire home/apt',19,11,9,1,0.63,-1,0.949613,4.261688,2.793417,265
'Entire home/apt',0,13,0,1,0.63,54,0.213621,3.775151,0.988754,95
'Entire home/apt',341,11,8,10,0.63,78,1.005631,4.546715,3.028851,137
'Entire home/apt',282,11,4,10,0.63,47,1.034555,4.566886,3.022845,139
'Entire home/apt',363,8,7,2,0.63,-1,1.664025,5.1478,2.927952,499
'Private room',343,3,3,4,0.63,213,0.287255,3.238973,1.599518,326
'Entire home/apt',270,1,1,157,0.63,54,0.155009,3.269761,2.59179,82
'Entire home/apt',6,2,2,1,0.63,-1,0.16203,3.446317,3.417264,110
'Entire home/apt',46,1,1,10,0.63,87,0.654817,3.7569,2.575044,203
'Entire home/apt',363,2,2,29,0.63,67,0.255934,4.129424,1.540757,262
'Entire home/apt',312,1,1,3,0.63,74,1.157886,4.663389,2.94352,95
'Private room',89,35,0,1,0.63,52,1.438461,4.813677,6.611417,100
'Entire home/apt',341,3,3,2,0.63,-1,0.433072,10.079337,6.287412,139
'Entire home/apt',344,206,19,1,1.78,153,0.192096,4.387761,0.662648,145
'Private room',42,109,2,1,1.78,431,1.025894,3.593581,4.730802,41
'Entire home/apt',0,121,0,1,1.78,38,0.274692,3.89795,1.070489,130
'Entire home/apt',302,118,17,2,1.78,75,0.116866,5.205749,1.431089,150
'Entire home/apt',0,87,0,1,1.78,738,0.566298,3.677314,2.588248,175
'Entire home/apt',313,69,21,2,1.78,45,0.465096,4.3194,0.519107,289
'Entire home/apt',58,60,12,31,1.78,61,1.10121,4.368333,1.578127,168
'Private room',0,60,19,4,1.78,43,0.78702,3.0755,4.368647,48
'Entire home/apt',89,26,25,1,1.78,147,0.222031,4.097971,0.812499,383
'Entire home/apt',76,157,10,2,1.78,-1,0.077578,5.373724,7.681992,125
'Entire home/apt',14,124,14,1,1.19,-1,0.225068,3.166276,2.892624,111
'Private room',242,86,21,3,1.19,-1,0.682979,7.109836,3.774515,80
'Shared room',179,77,8,18,1.19,68,0.158951,5.17449,1.406394,48
'Entire home/apt',147,62,18,14,1.19,652,1.503936,4.982945,2.86179,260
'Private room',75,56,0,1,1.19,357,0.558306,4.519509,0.751432,79
'Private room',81,39,11,4,1.19,46,0.472583,6.831058,3.407359,60
'Private room',162,39,28,5,1.19,173,0.180001,4.385242,0.668547,140
'Entire home/apt',9,21,1,4,1.19,40,0.335842,4.280765,0.690103,263
'Entire home/apt',318,7,7,2,1.19,41,0.298492,3.270445,2.415773,325
'Entire home/apt',0,11,11,79,1.19,93,0.782334,4.084031,2.445892,313
'Private room',2,60,14,4,1.19,64,1.12672,5.053853,3.999947,29
'Private room',209,543,69,2,5.37,-1,0.311863,3.430182,2.967505,68
'Entire home/apt',14,72,64,1,5.37,44,0.285087,3.472837,1.963513,176
'Entire home/apt',238,66,65,1,5.37,779,0.437342,4.19236,1.189656,143
'Private room',341,379,43,1,3.23,-1,1.299249,5.167628,2.291828,125
'Entire home/apt',309,219,64,3,3.23,170,0.357425,5.487548,1.732572,130
'Private room',344,182,38,4,3.23,163,0.45091,5.731987,1.942508,75
'Entire home/apt',34,167,32,1,3.23,-1,0.629771,6.708184,5.778266,60
'Entire home/apt',53,124,57,8,3.23,-1,0.758597,3.986895,2.392452,118
'Entire home/apt',129,113,59,2,3.23,53,0.826181,4.099462,2.492999,123
'Entire home/apt',127,78,36,1,3.23,490,0.640038,4.676306,1.540197,152
'Entire home/apt',116,36,36,2,3.23,52,1.743536,9.941706,6.20947,133
'Entire home/apt',343,18,18,2,3.23,143,1.525357,6.966242,4.435758,96
'Entire home/apt',273,160,1,3,1.39,142,0.166629,3.994492,0.76862,69
'Entire home/apt',257,127,5,3,1.39,-1,0.341577,4.205003,0.500488,133
'Entire home/apt',0,91,0,1,1.39,122,0.447944,4.359518,1.289944,98
'Entire home/apt',120,7,7,1,1.39,60,0.723064,4.269537,2.466696,296
'Entire home/apt',179,71,10,1,1.39,137,0.651029,2.991342,4.172475,325
'Entire home/apt',152,67,18,1,1.39,84,0.476028,4.123387,2.184421,150
'Entire home/apt',135,21,16,1,1.39,157,0.398341,4.760295,1.088504,90
'Entire home/apt',89,8,8,3,1.39,-1,0.048426,4.312744,0.939453,160
'Private room',331,54,1,1,0.53,780,0.550111,9.28225,5.480167,140
'Entire home/apt',318,40,2,1,0.53,57,0.605337,5.799397,2.962276,60
'Entire home/apt',319,48,33,1,0.53,-1,0.34436,4.349345,1.580314,238
'Entire home/apt',147,47,3,3,0.53,117,0.315222,4.534571,1.219967,179
'Entire home/apt',0,39,0,1,0.53,75,1.052146,7.279766,4.269652,60
'Entire home/apt',0,39,0,1,0.53,44,0.461725,4.311018,1.27932,200
'Entire home/apt',172,35,6,1,0.53,49,0.563973,8.879417,5.086305,1895
'Shared room',344,27,22,33,0.53,438,0.278954,3.144759,3.205946,25
'Private room',0,21,0,7,0.53,780,0.441461,5.496,1.769382,55
'Private room',77,20,15,1,0.53,-1,0.144054,2.741986,2.199174,194
'Entire home/apt',240,6,6,1,0.53,-1,0.869961,4.26221,4.307021,66
'Private room',71,18,0,1,0.53,-1,1.005807,6.9408,3.186425,70
'Entire home/apt',282,10,7,2,0.53,771,0.657061,6.591152,2.839809,79
'Private room',27,10,2,39,0.53,-1,0.12465,3.937463,0.73792,115
'Entire home/apt',0,7,5,1,0.53,58,0.178302,3.222914,2.842384,120
'Entire home/apt',218,34,6,6,0.53,38,0.693623,4.282458,2.79547,93
'Private room',201,92,10,1,0.8,56,0.463977,6.520344,3.078786,150
'Entire home/apt',287,63,0,1,0.8,94,0.282654,6.358761,2.702489,165
'Entire home/apt',10,57,19,2,0.8,-1,0.250173,3.147089,2.420291,950
'Private room',0,49,0,2,0.8,549,1.208944,4.640954,1.85177,69
'Entire home/apt',0,50,8,1,0.8,61,0.285801,3.809337,1.820995,82
'Shared room',118,48,20,15,0.8,37,0.254159,4.054767,0.724476,54
'Entire home/apt',0,40,0,1,0.8,199,0.603161,3.73993,2.69332,99
'Entire home/apt',277,43,0,1,0.8,409,0.542355,8.44201,4.737866,175
'Entire home/apt',263,57,17,1,0.8,284,0.462175,8.260562,4.879542,120
'Entire home/apt',50,236,54,1,3.47,36,0.556385,3.993129,0.305645,168
'Entire home/apt',234,324,50,1,3.47,51,0.254259,3.662908,1.928216,161
'Entire home/apt',305,221,26,2,3.47,-1,0.649985,4.603275,1.537259,130
'Entire home/apt',186,88,21,1,3.47,133,0.256078,3.892432,0.578091,200
'Entire home/apt',122,11,11,79,3.47,-1,0.147141,3.142366,2.522338,103
'Entire home/apt',116,263,43,1,2.97,295,0.377025,5.635108,1.867462,114
'Entire home/apt',0,230,0,2,2.97,66,0.810583,6.741512,2.983463,50
'Entire home/apt',90,205,22,2,2.97,290,0.228351,2.240009,2.588961,190
'Private room',0,205,0,2,2.97,155,0.519905,2.884923,3.932607,37
'Private room',156,268,26,4,2.59,109,0.484779,3.973452,1.280051,89
'Entire home/apt',266,189,29,2,2.59,44,0.549716,4.954205,1.173979,69
'Entire home/apt',129,161,31,8,2.59,293,0.594548,3.529232,2.282972,135
'Private room',330,123,34,4,2.59,-1,0.439771,5.782656,1.992226,77
'Entire home/apt',91,97,36,31,2.59,44,0.973816,4.211282,1.478382,138
'Entire home/apt',309,34,31,2,2.59,192,0.375079,4.139158,0.51489,147
'Entire home/apt',365,27,27,1,2.59,46,0.423254,3.429664,2.402908,120
'Entire home/apt',266,7,7,1,2.59,51,0.858293,5.862521,6.083052,350
'Entire home/apt',317,5,5,1,2.59,37,0.357973,6.096354,5.167559,77
'Private room',349,168,15,6,1.77,-1,0.337025,3.587532,0.589445,59
'Entire home/apt',45,141,17,1,1.77,-1,0.200636,3.564642,0.937828,665
'Private room',255,128,5,10,1.77,-1,0.581292,5.356797,1.692421,48
'Entire home/apt',158,95,26,1,1.77,92,0.622575,6.12586,5.921307,120
'Entire home/apt',333,95,49,3,1.77,55,0.299391,5.530388,1.735159,99
'Entire home/apt',312,84,18,2,1.77,51,1.634888,6.282637,3.969229,110
'Entire home/apt',0,40,7,1,1.77,38,0.265009,3.978035,0.193516,200
'Entire home/apt',304,27,20,2,1.77,381,0.541984,7.199508,3.525923,88
'Entire home/apt',289,74,5,1,1.77,720,0.606471,9.720982,5.942274,82
'Entire home/apt',0,24,22,1,1.77,-1,0.274181,3.33325,2.158284,130
'Private room',338,276,31,4,2.66,780,0.447305,3.965231,1.358267,88
'Entire home/apt',12,233,38,1,2.66,556,0.495676,5.444257,1.739433,91
'Entire home/apt',136,216,24,79,2.66,43,0.48222,3.395649,2.138894,166
'Entire home/apt',351,147,55,2,2.66,-1,0.789492,2.278154,5.203932,226
'Entire home/apt',52,89,50,1,2.66,654,0.679554,3.751447,2.366297,168
'Entire home/apt',109,45,30,1,2.66,131,1.180448,5.033852,2.123725,108
'Entire home/apt',320,24,24,2,2.66,45,0.60124,4.542502,0.756805,457
'Entire home/apt',318,328,30,1,3.26,-1,0.719602,4.34995,2.486439,87
'Entire home/apt',41,255,12,1,3.26,-1,0.801791,2.324675,5.256763,80
'Entire home/apt',292,203,44,8,3.26,51,0.642535,4.691584,1.544175,450
'Entire home/apt',337,202,35,4,3.26,290,0.236003,3.813882,0.496842,215
'Entire home/apt',322,21,21,3,3.26,37,1.214406,4.872741,3.009872,95
'Entire home/apt',133,21,21,1,3.26,39,0.574449,3.717822,2.725578,137
'Private room',357,21,21,11,3.26,346,0.354447,7.014235,5.63561,59
'Private room',299,122,20,1,1.28,113,0.76264,6.354584,2.553176,60
'Entire home/apt',45,132,32,1,1.28,-1,0.563288,4.856472,1.069693,330
'Entire home/apt',257,64,0,5,1.28,58,0.735084,4.456921,3.210221,120
'Entire home/apt',333,53,11,1,1.28,38,0.85071,3.744063,4.107585,305
'Private room',276,2,2,2,1.28,65,0.140926,4.479861,0.889104,125
'Entire home/apt',344,13,13,20,1.28,80,0.751728,7.882716,4.110131,173
'Private room',13,109,4,1,1.28,68,0.782824,7.867487,4.367092,32
'Private room',365,2,2,11,1.28,36,1.358752,4.031561,6.818363,35
'Private room',341,7,7,5,1.28,67,0.459965,10.096688,6.305483,76
'Private room',365,5,0,1,0.05,65,0.463607,4.329708,0.837719,275
'Private room',0,2,0,2,0.05,184,0.215969,6.14119,6.630549,45
'Entire home/apt',356,3,2,29,0.05,51,0.102028,3.308033,0.540986,294
'Private room',0,4,0,1,0.05,-1,0.665694,2.903551,4.633777,75
'Private room',0,4,0,1,0.05,213,0.807575,5.021846,1.690528,33
'Entire home/apt',0,3,0,1,0.05,67,0.3741,3.641802,1.097668,175
'Entire home/apt',43,3,1,1,0.05,124,0.252269,3.623984,3.476748,210
'Private room',0,3,0,1,0.05,255,0.624699,4.757987,0.987343,55
'Private room',179,3,0,1,0.05,633,0.621831,6.344605,5.955517,55
'Entire home/apt',0,3,0,1,0.05,50,0.426914,4.397155,0.653772,105
'Private room',0,3,0,2,0.05,145,0.287375,4.051778,0.259536,85
'Private room',0,3,0,1,0.05,-1,0.458241,4.290376,1.4293,33
'Entire home/apt',0,3,0,1,0.05,844,0.202611,4.312314,0.697811,72
'Entire home/apt',0,2,1,20,0.05,37,0.107197,4.434706,0.816384,86
'Private room',0,3,0,2,0.05,794,0.39334,3.47019,2.071485,57
'Entire home/apt',0,3,0,4,0.05,315,0.239131,3.7558,0.415209,175
'Private room',0,2,0,5,0.05,94,0.898053,7.187815,3.453528,40
'Private room',0,2,0,1,0.05,52,0.378748,7.494603,3.966276,45
'Entire home/apt',0,2,0,1,0.05,550,0.155451,3.282366,3.277538,125
'Private room',0,2,0,2,0.05,65,0.816823,4.287385,2.556258,29
'Entire home/apt',13,1,0,235,0.05,171,0.431467,4.042653,0.473953,214
'Entire home/apt',0,2,0,1,0.05,654,0.641291,4.576433,0.786044,248
'Private room',180,2,0,1,0.05,-1,0.643951,6.49904,3.010766,100
'Private room',326,1,0,8,0.05,92,0.154665,2.959049,2.382557,405
'Private room',0,2,0,1,0.05,39,0.906027,6.842595,3.094958,50
'Entire home/apt',96,2,0,32,0.05,120,1.14361,4.635582,2.527953,197
'Entire home/apt',0,1,0,2,0.05,51,0.864643,3.97322,2.641454,349
'Entire home/apt',350,1,0,157,0.05,-1,0.34536,4.253889,0.505546,193
'Entire home/apt',4,1,0,12,0.05,54,0.288289,5.65747,1.916919,125
'Entire home/apt',272,1,0,157,0.05,-1,0.250787,3.373916,1.087516,88
'Private room',226,1,0,12,0.05,-1,0.286526,5.656204,1.918376,146
'Entire home/apt',307,1,0,235,0.05,141,0.285094,3.514321,1.217264,164
'Entire home/apt',344,1,0,157,0.05,476,0.175128,3.297925,3.332955,75
'Entire home/apt',292,1,0,156,0.05,61,0.217816,3.020596,2.822426,142
'Entire home/apt',0,1,0,1,0.05,612,0.259212,5.949227,5.210622,90
'Private room',328,1,0,63,0.05,72,0.127876,5.223939,1.604633,55
'Entire home/apt',0,1,0,96,0.05,37,0.720952,4.074508,1.162394,103
'Entire home/apt',310,1,0,156,0.05,55,0.34767,4.322251,0.599093,87
'Entire home/apt',0,1,0,1,0.05,135,0.18157,3.551985,0.925321,110
'Entire home/apt',365,1,0,157,0.05,270,0.165814,3.357028,3.379023,147
'Entire home/apt',267,1,0,156,0.05,84,0.187712,3.947609,0.538905,96
'Private room',0,1,0,1,0.05,38,0.733169,6.865996,3.137194,188
'Private room',0,1,0,2,0.05,154,0.347527,4.533895,1.252099,135
'Entire home/apt',351,3,0,1,0.05,80,0.195515,3.816275,3.102375,550
'Entire home/apt',204,738,147,2,7.8,44,0.374984,3.905371,1.885952,179
'Entire home/apt',321,523,48,1,5.28,203,0.21449,4.163262,1.9647,150
'Entire home/apt',20,179,40,1,5.28,36,0.527728,4.205271,3.145473,86
'Entire home/apt',343,172,24,1,1.67,77,0.359998,4.145746,0.552588,497
'Entire home/apt',126,18,18,1,1.67,385,0.849272,7.347546,3.623882,99
'Shared room',118,106,16,15,1.67,38,0.254159,4.054767,0.724476,54
'Entire home/apt',329,81,17,1,1.67,-1,0.714978,6.270415,2.469049,275
'Entire home/apt',178,71,14,1,1.67,-1,0.588603,6.510671,2.793249,80
'Entire home/apt',86,58,37,1,1.67,-1,0.91113,6.030645,2.235768,80
'Entire home/apt',163,7,7,5,1.67,486,0.163135,4.349252,0.693286,136
'Private room',350,17,17,4,1.67,128,1.537818,6.369879,3.949761,83
'Entire home/apt',64,10,10,1,1.67,56,0.841358,6.612738,3.670693,72
'Private room',359,11,11,11,1.67,58,0.371359,7.024938,5.629446,59
'Entire home/apt',346,3,3,1,1.67,54,1.227311,8.306585,4.835078,49
'Entire home/apt',308,29,5,1,0.43,39,0.514767,4.389808,3.380511,105
'Entire home/apt',166,37,4,3,0.43,51,0.401802,4.554597,1.305332,179
'Entire home/apt',264,31,2,10,0.43,44,0.307912,4.076947,1.051874,514
'Entire home/apt',0,31,0,2,0.43,414,0.176465,5.957278,2.381278,99
'Private room',0,32,0,1,0.43,82,0.438683,3.870491,0.369749,80
'Entire home/apt',153,31,6,1,0.43,52,0.227346,4.125112,1.951298,189
'Entire home/apt',132,27,2,3,0.43,38,0.715072,7.213965,3.880296,79
'Private room',167,25,7,1,0.43,44,0.299447,3.715121,3.266572,99
'Entire home/apt',249,26,3,12,0.43,50,0.323979,4.61868,1.200924,141
'Entire home/apt',345,26,5,1,0.43,114,0.575422,4.760914,1.476703,119
'Entire home/apt',325,23,2,4,0.43,93,0.554668,4.541937,1.007402,595
'Private room',266,22,3,4,0.43,340,0.432617,5.664862,1.875551,62
'Entire home/apt',0,21,0,1,0.43,62,0.545913,7.08518,3.411904,65
'Entire home/apt',0,12,0,1,0.43,44,0.355879,3.755379,0.660591,100
'Private room',340,5,5,3,0.43,688,1.423899,2.863585,6.021398,45
'Entire home/apt',347,5,5,1,0.43,-1,0.461801,7.434967,3.973499,98
'Private room',347,5,5,3,0.43,156,0.568272,7.683721,4.084002,70
'Entire home/apt',363,5,5,4,0.43,256,1.168059,2.507921,5.630446,329
'Entire home/apt',296,3,3,1,0.43,-1,0.59875,5.382998,1.732041,110
'Entire home/apt',280,3,3,1,0.43,74,0.465327,6.309068,2.530721,80
'Entire home/apt',136,2,2,1,0.43,-1,0.29864,2.08298,2.575759,200
'Entire home/apt',364,1,1,9,0.43,-1,0.243428,4.732731,1.083431,159
'Entire home/apt',16,1,1,3,0.43,65,0.536591,3.914181,1.022445,225
'Private room',349,37,3,12,0.43,-1,0.574216,5.972805,7.213769,40
'Private room',291,45,2,1,0.43,73,0.563957,8.693157,4.991794,65
'Private room',9,4,4,3,0.43,38,1.108877,4.76999,7.346465,85
'Entire home/apt',71,1,1,1,0.43,-1,0.270571,3.45485,2.908691,149
'Entire home/apt',343,1,1,235,0.43,441,0.184342,3.820355,3.224612,131
'Entire home/apt',332,3,3,1,0.43,-1,0.098858,9.891388,6.090888,84
'Entire home/apt',16,18,0,15,0.43,-1,0.134418,5.563059,7.607207,119
'Private room',148,145,30,1,1.41,55,0.260294,3.174577,5.36594,34
'Entire home/apt',0,102,0,1,1.41,106,0.450346,5.525101,1.85179,89
'Entire home/apt',137,92,17,4,1.41,-1,0.270998,4.212995,0.63468,204
'Entire home/apt',72,83,47,8,1.41,44,0.446688,4.363893,0.577395,103
'Entire home/apt',72,43,29,1,1.41,-1,0.603205,3.771574,5.184905,85
'Private room',344,22,13,2,1.41,537,0.203539,5.931411,2.164586,89
'Entire home/apt',152,95,15,1,1.05,-1,0.442942,6.593308,3.238712,95
'Entire home/apt',179,70,0,1,1.05,37,0.45824,4.36419,1.486873,58
'Entire home/apt',0,76,0,1,1.05,536,0.98831,6.68899,2.887787,138
'Entire home/apt',167,60,11,5,1.05,-1,0.346696,4.944379,2.036784,265
'Entire home/apt',293,16,11,1,1.05,-1,0.468075,6.668919,3.130087,100
'Entire home/apt',0,9,9,2,1.05,562,0.324611,2.605866,4.052269,175
'Private room',206,6,6,9,1.05,41,0.405828,6.329058,6.487079,39
'Private room',163,51,0,2,1.05,146,1.405699,3.313382,6.353631,40
'Entire home/apt',163,23,23,1,1.98,45,0.209515,5.456325,2.54791,294
'Entire home/apt',305,167,39,1,1.98,74,0.700469,3.907593,1.471157,375
'Entire home/apt',218,87,37,1,1.98,368,0.261949,3.411541,2.711404,346
'Entire home/apt',0,75,28,1,1.98,-1,0.470671,4.133829,0.374542,252
'Entire home/apt',49,69,30,1,1.98,-1,0.11592,3.534513,0.818777,140
'Entire home/apt',54,41,29,1,1.98,-1,0.417106,4.203088,3.252223,135
'Entire home/apt',348,41,30,156,1.98,-1,0.256558,4.2342,0.538011,88
'Entire home/apt',317,30,28,156,1.98,39,0.064604,4.04045,0.400175,123
'Private room',66,16,16,4,1.98,-1,0.455046,4.481358,1.611799,75
'Entire home/apt',320,174,39,1,1.98,44,0.984117,9.892386,6.107356,175
'Entire home/apt',335,41,30,1,1.98,75,1.197283,9.914231,6.177356,348
'Entire home/apt',191,155,28,1,1.63,82,0.303308,4.282417,2.091097,243
'Entire home/apt',59,123,24,2,1.63,36,0.223233,2.037126,2.153358,450
'Entire home/apt',33,51,26,1,1.63,35,0.129727,3.541728,3.25833,95
'Entire home/apt',149,110,22,13,1.63,64,0.342561,3.752366,1.98994,121
'Entire home/apt',293,71,26,1,1.63,74,0.238378,2.921618,2.709737,275
'Entire home/apt',365,60,11,156,1.63,81,0.158684,4.363127,0.684187,275
'Private room',163,25,21,6,1.63,292,0.094933,4.225118,0.867104,95
'Entire home/apt',329,52,19,1,1.63,58,0.549877,5.449203,1.691599,80
'Entire home/apt',53,354,58,1,3.67,59,0.434834,4.571238,1.337933,108
'Entire home/apt',164,354,44,1,3.67,339,0.285556,4.255636,0.533172,139
'Entire home/apt',299,33,33,3,3.67,-1,1.055676,4.797419,7.360709,161
'Entire home/apt',148,275,69,1,5.87,106,0.570934,5.549695,5.350822,74
'Entire home/apt',292,61,61,1,5.87,80,0.461356,3.840634,2.090734,105
'Entire home/apt',124,144,24,1,1.57,44,0.186545,3.840277,3.47362,130
'Entire home/apt',0,87,0,1,1.57,394,0.440909,4.159019,0.359886,125
'Entire home/apt',50,76,0,4,1.57,-1,0.229919,4.09809,0.843076,633
'Entire home/apt',361,58,16,156,1.57,38,0.197761,4.364738,0.648257,256
'Entire home/apt',170,39,27,2,1.57,-1,0.537477,5.425069,4.822033,72
'Private room',133,48,44,5,1.57,-1,0.098692,4.490286,0.777429,87
'Entire home/apt',272,27,10,156,1.57,421,0.22678,4.141479,0.389661,93
'Private room',207,27,6,6,1.57,64,0.3462,4.189151,0.395063,336
'Entire home/apt',229,20,19,1,1.57,-1,0.176018,4.209185,0.955283,385
'Entire home/apt',108,16,16,79,1.57,-1,0.393827,5.516553,1.715029,91
'Entire home/apt',365,9,9,1,1.57,312,0.309119,2.102027,1.976104,500
'Entire home/apt',170,21,19,1,1.57,-1,0.571313,9.577235,5.795026,120
'Entire home/apt',302,64,42,3,1.57,-1,0.303262,8.122861,4.718087,125
'Entire home/apt',133,244,43,1,3.34,222,1.007863,4.46549,1.506407,121
'Entire home/apt',43,164,57,1,3.34,36,0.286027,3.537741,3.054587,104
'Entire home/apt',365,65,10,19,0.76,324,0.376622,3.207399,2.127556,145
'Entire home/apt',137,58,1,4,0.76,65,0.692792,7.943461,4.170612,58
'Entire home/apt',24,54,0,1,0.76,-1,0.111216,3.417755,0.737634,82
'Hotel room',340,60,8,11,0.76,142,0.259746,3.178307,2.416383,389
'Entire home/apt',0,52,0,1,0.76,-1,1.028787,6.691137,2.889124,130
'Entire home/apt',0,38,0,1,0.76,36,0.376181,4.30413,0.529248,112
'Entire home/apt',0,31,0,2,0.76,-1,0.351279,4.147521,0.560413,185
'Entire home/apt',324,31,13,37,0.76,142,0.49097,2.927436,3.062144,169
'Entire home/apt',0,30,0,1,0.76,201,0.213632,4.218402,1.605881,130
'Entire home/apt',89,28,4,1,0.76,-1,0.316738,4.842962,1.173978,125
'Entire home/apt',104,12,5,1,0.76,144,1.174869,4.78031,3.15354,91
'Private room',26,14,8,39,0.76,499,0.232606,4.053066,0.762259,118
'Private room',207,4,4,9,0.76,233,0.45902,6.377389,6.570842,42
'Private room',300,3,3,11,0.76,94,1.06277,4.835685,2.85596,43
'Entire home/apt',350,30,0,19,0.32,47,0.425976,3.276305,2.205689,224
'Entire home/apt',0,25,3,11,0.32,47,0.269119,3.183694,2.408317,706
'Entire home/apt',2,23,13,17,0.32,-1,0.446015,3.841999,0.293144,278
'Entire home/apt',33,21,2,1,0.32,-1,1.761471,6.58741,4.326081,41
'Entire home/apt',242,5,4,1,0.32,38,0.670267,8.013197,4.230974,175
'Entire home/apt',312,12,4,33,0.32,-1,0.604407,4.614974,0.817857,80
'Private room',132,13,0,2,0.32,-1,0.346648,2.677064,5.233845,150
'Private room',365,8,0,10,0.32,-1,0.317054,3.674591,0.590082,327
'Entire home/apt',88,12,2,1,0.32,274,0.4106,2.983091,5.362003,699
'Shared room',151,10,0,3,0.32,44,0.101086,4.476573,0.765641,83
'Entire home/apt',315,9,8,2,0.32,145,0.827976,5.840192,3.196866,249
'Private room',257,8,7,2,0.32,43,1.128645,7.189861,3.426311,89
'Entire home/apt',291,8,4,6,0.32,104,0.298908,4.142134,0.682079,140
'Entire home/apt',178,4,2,2,0.32,-1,1.013246,2.029628,5.105976,224
'Private room',361,5,3,3,0.32,38,0.279647,5.69171,6.75482,56
'Private room',317,7,1,2,0.32,675,1.282316,7.230508,4.612681,799
'Private room',365,1,1,1,0.32,-1,0.187051,3.667281,2.077123,160
'Entire home/apt',165,318,6,1,3.37,45,0.403945,4.884798,1.158769,124
'Private room',77,188,40,7,3.37,79,0.542028,4.804555,1.049221,125
'Entire home/apt',118,168,46,1,3.37,36,0.357441,4.769535,1.271501,90
'Entire home/apt',132,82,26,1,3.37,69,0.371,5.889922,2.103398,85
'Entire home/apt',337,56,43,156,3.37,213,0.05765,2.896672,2.229064,167
'Entire home/apt',110,46,40,1,3.37,-1,0.975613,4.490153,2.749012,78
'Entire home/apt',278,201,53,3,2.19,608,0.492751,3.425645,2.159041,179
'Entire home/apt',93,145,22,1,2.19,-1,0.176928,4.057741,3.350662,325
'Entire home/apt',293,144,13,2,2.19,627,0.427441,4.71695,0.922328,78
'Entire home/apt',151,139,27,1,2.19,63,0.266748,5.046688,1.290618,107
'Entire home/apt',152,104,32,79,2.19,70,0.135913,4.343398,1.025259,195
'Entire home/apt',343,85,27,11,2.19,132,0.347301,4.275726,0.71004,151
'Entire home/apt',0,24,24,1,2.19,37,0.408034,6.267173,2.579119,95
'Entire home/apt',1,32,18,1,2.19,661,0.696985,7.829389,4.276419,97
'Entire home/apt',347,18,18,37,2.19,-1,0.489428,2.833475,2.99157,180
'Private room',12,302,0,2,3.2,452,0.344318,4.963725,1.216184,65
'Entire home/apt',163,133,0,1,3.2,682,0.326988,5.513682,1.743335,120
'Entire home/apt',264,100,45,1,3.2,-1,0.243934,4.012189,0.672854,590
